"Genes"	"Main-effect Genotype (logFC)"	"Main-effect Gentyope (FDR)"	"Main-effect Age (logFC)"	"Main-effect Age (FDR)"	"Linear Effect (logFC)"	"Linear Effect (FDR)"	"Gene Symbol"	"Gene Description"
"ENSMUSG00000000295"	0.132555639306579	0.951285982395686	0.0144786285556016	0.672141631313149	-0.0288585863106434	0.999905579367304	"Hddc2"	"HD domain containing 2"
"ENSMUSG00000000296"	0.0999651550915136	0.948396839081051	0.0177005702015515	0.399150740076201	-0.0238478450102406	0.999905579367304	"Tpd52l1"	"tumor protein D52-like 1"
"ENSMUSG00000000301"	-0.834826407297014	0.601482738935029	-0.0318451490695377	0.631069090575667	0.0567389476363247	0.999905579367304	"Pemt"	"phosphatidylethanolamine N-methyltransferase"
"ENSMUSG00000000303"	0.0892923579735721	0.988023693170002	-0.0302074068374799	0.663022173093725	0.0152451622654147	0.999905579367304	"Cdh1"	"cadherin 1"
"ENSMUSG00000000305"	0.203248198503632	0.704470986671441	0.00201234959922688	0.941059973999235	-0.0149428555829338	0.999905579367304	"Cdh4"	"cadherin 4"
"ENSMUSG00000000308"	-0.0749078628067855	0.924851396996462	0.0201008056127545	0.0324018917694182	0.0043546047085631	0.999905579367304	"Ckmt1"	"creatine kinase, mitochondrial 1, ubiquitous"
"ENSMUSG00000000317"	-0.719264845671878	0.57937042626192	-0.00166940961024683	0.982199070083578	0.0291866319263125	0.999905579367304	"Bcl6b"	"B cell CLL/lymphoma 6, member B"
"ENSMUSG00000000320"	1.16613931996497	0.622694262220673	0.0897995397655546	0.268791657052498	-0.136799630447777	0.999905579367304	"Alox12"	"arachidonate 12-lipoxygenase"
"ENSMUSG00000000339"	-0.108141820637064	0.93767685409892	0.00114054660409693	0.970255471951941	0.0174614425289315	0.999905579367304	"Rtca"	"RNA 3'-terminal phosphate cyclase"
"ENSMUSG00000000340"	-0.0582652246488945	0.972800282569655	-0.0123166781439605	0.569777053670048	-0.0158457590762872	0.999905579367304	"Dbt"	"dihydrolipoamide branched chain transacylase E2"
"ENSMUSG00000000346"	-0.160186310193518	0.656365815364917	-0.0143433621358935	0.199618071321794	0.0124022554052009	0.999905579367304	"Dazap2"	"DAZ associated protein 2"
"ENSMUSG00000000355"	-0.16165648596125	0.811463858296309	-0.00552203644826957	0.797923164822671	0.0122493264545616	0.999905579367304	"Mcts1"	"malignant T cell amplified sequence 1"
"ENSMUSG00000000359"	-1.42799721982807	0.57937042626192	-0.0363233521279062	0.753946671511556	0.103757238883094	0.999905579367304	"Rem1"	"rad and gem related GTP binding protein 1"
"ENSMUSG00000000365"	0.46878490385295	0.922108953202429	0.0527482816629167	0.502381542171679	-0.0536117738408092	0.999905579367304	"Rnf17"	"ring finger protein 17"
"ENSMUSG00000000374"	0.075618427914666	0.925189575341754	0.00749567974585755	0.592474429032662	-0.00748957255146075	0.999905579367304	"Trappc10"	"trafficking protein particle complex 10"
"ENSMUSG00000000378"	0.0645204962704742	0.952805898192051	-0.00682622796624539	0.715247357378852	-0.0141922546381076	0.999905579367304	"Ccm2"	"cerebral cavernous malformation 2"
"ENSMUSG00000000384"	0.0767450484997267	0.952805898192051	0.00589983525358522	0.798377838275693	-0.00734987364449407	0.999905579367304	"Tbrg4"	"transforming growth factor beta regulated gene 4"
"ENSMUSG00000000386"	-0.798202311129067	0.904307667586467	0.0221564295922623	0.883894864609943	0.00932493939545988	0.999905579367304	"Mx1"	""
"ENSMUSG00000000392"	-0.135080268456427	0.969837541655416	-0.0329978357817499	0.48333799981692	0.0329132135094606	0.999905579367304	"Fap"	"fibroblast activation protein"
"ENSMUSG00000000399"	-0.0374395445694979	0.975148327565615	0.00975955849004456	0.457812491275615	-0.00757256995974581	0.999905579367304	"Ndufa9"	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9"
"ENSMUSG00000000402"	-0.604585584276114	0.650029537653881	-0.0500365800023227	0.235208879965349	0.0327038594387772	0.999905579367304	"Egfl6"	"EGF-like-domain, multiple 6"
"ENSMUSG00000000409"	0.440901047630861	0.871587173446044	0.0156141998668283	0.839410412295553	-0.0255349692107128	0.999905579367304	"Lck"	"lymphocyte protein tyrosine kinase"
"ENSMUSG00000000416"	-0.0402455405430086	0.965972594840778	0.0116822488040881	0.319346573499889	0.00193161266187087	0.999905579367304	"Cttnbp2"	"cortactin binding protein 2"
"ENSMUSG00000000420"	-0.0862281634576749	0.922108953202429	-0.0137776249926249	0.296297114913437	0.0118006039901841	0.999905579367304	"Galnt1"	"UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1"
"ENSMUSG00000000439"	0.0853167911916587	0.952805898192051	0.0020730789632457	0.947607145752391	-0.00959016401137246	0.999905579367304	"Mkrn2"	"makorin, ring finger protein, 2"
"ENSMUSG00000000440"	-0.220605692849656	0.943976377608358	-0.0211814558756668	0.700198355255016	0.0350254911507042	0.999905579367304	"Pparg"	"peroxisome proliferator activated receptor gamma"
"ENSMUSG00000000441"	0.00977674744481942	0.992509509026935	0.00402319965602611	0.816447395444353	-0.00463700410101271	0.999905579367304	"Raf1"	"v-raf-leukemia viral oncogene 1"
"ENSMUSG00000000486"	-0.134102326354081	0.986990713240325	-0.0376658943878001	0.695836663013793	-0.0250984386462804	0.999905579367304	"Sept1"	"septin 1"
"ENSMUSG00000000489"	-0.234676977948091	0.687366957533651	-0.0376463725207225	0.00644132301991252	0.0235138725680962	0.999905579367304	"Pdgfb"	"platelet derived growth factor, B polypeptide"
"ENSMUSG00000000530"	-0.137459689207966	0.922077465890207	-0.0296027413661062	0.11407689851718	-0.00450657304175217	0.999905579367304	"Acvrl1"	"activin A receptor, type II-like 1"
"ENSMUSG00000000531"	0.145725088227789	0.890560037830667	-0.0202583120213221	0.260159132271554	-0.0147283183858803	0.999905579367304	"Grasp"	"GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein"
"ENSMUSG00000000532"	0.125202009557084	0.808363537916849	0.0146009861996986	0.180892882537286	-0.00897245971438503	0.999905579367304	"Acvr1b"	"activin A receptor, type 1B"
"ENSMUSG00000000538"	0.0528119736229088	0.952805898192051	0.00690924567872114	0.612669778872638	-0.0102014275602915	0.999905579367304	"Tom1l2"	"target of myb1-like 2 (chicken)"
"ENSMUSG00000000552"	-0.0461353132772031	0.965927975393622	0.0125449011011772	0.353701451030067	-0.00441487737075908	0.999905579367304	"Zfp385a"	"zinc finger protein 385A"
"ENSMUSG00000000555"	-0.23440399702791	0.883886647487706	-0.0443160708505405	0.0714348525280788	0.0329940330996168	0.999905579367304	"Itga5"	"integrin alpha 5 (fibronectin receptor alpha)"
"ENSMUSG00000000560"	-0.643163977272414	5.78314007725878e-08	-0.0473423756993755	2.59519108468898e-07	0.063568886468012	4.33706660113155e-05	"Gabra2"	"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2"
"ENSMUSG00000000561"	-0.0541714314587773	0.954754388143221	0.00895979205213765	0.544726756367385	0.00742297302705039	0.999905579367304	"Wdr77"	"WD repeat domain 77"
"ENSMUSG00000000562"	0.0645343925917416	0.992348894220561	-0.0338455566758031	0.715622590901736	0.0123367787732946	0.999905579367304	"Adora3"	"transmembrane and immunoglobulin domain containing 3"
"ENSMUSG00000000563"	-0.124483845860121	0.811463858296309	-0.00627355011782052	0.676482140980838	0.0119068150340459	0.999905579367304	"Atp5f1"	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit B1"
"ENSMUSG00000000567"	-0.193969520422438	0.808074463298137	-0.016658091906	0.37312629514803	0.01182839091998	0.999905579367304	"Sox9"	"SRY (sex determining region Y)-box 9"
"ENSMUSG00000000568"	-0.00247731024478168	0.998115751539564	0.0157245260495462	0.146364000876233	0.0070249911558822	0.999905579367304	"Hnrnpd"	"heterogeneous nuclear ribonucleoprotein D"
"ENSMUSG00000000581"	-0.026401829868685	0.986990713240325	-0.00615332249608903	0.754781405933305	0.00704499469419259	0.999905579367304	"C1d"	"C1D nuclear receptor co-repressor"
"ENSMUSG00000000594"	-0.0414417871227731	0.969837541655416	-0.0221378953333375	0.0330601577194344	-0.00624792065460628	0.999905579367304	"Gm2a"	"GM2 ganglioside activator protein"
"ENSMUSG00000000600"	-0.00488627509369824	0.997036821641735	-0.0108946471302651	0.4484141798992	0.0015440114033525	0.999905579367304	"Krit1"	"KRIT1, ankyrin repeat containing"
"ENSMUSG00000000605"	0.0125631833690765	0.992348894220561	-0.00824291657197396	0.527255516703566	0.00255857899470151	0.999905579367304	"Clcn4-2"	"chloride channel 4-2"
"ENSMUSG00000000627"	0.116829278832646	0.876290436019085	0.0118470007269883	0.409583172471546	-0.0146000709995329	0.999905579367304	"Sema4f"	"sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain"
"ENSMUSG00000000628"	0.0667751205342755	0.986990713240325	-0.0218286449340423	0.630760684611675	-0.00128206303180195	0.999905579367304	"Hk2"	"hexokinase 2"
"ENSMUSG00000000631"	0.0890048785990547	0.893585245199738	-0.00726952127698296	0.595482984806152	-0.0109811035118686	0.999905579367304	"Myo18a"	"myosin XVIIIA"
"ENSMUSG00000000632"	0.151874434671019	0.679735867012809	0.0182914458705747	0.05713081580196	-0.0130920883863524	0.999905579367304	"Sez6"	"seizure related gene 6"
"ENSMUSG00000000682"	0.00362489022959283	0.999503752388326	-0.00753507593683427	0.95070111804109	-0.0563832637732851	0.999905579367304	"Cd52"	"CD52 antigen"
"ENSMUSG00000000686"	-0.244569002288475	0.979058124148793	-0.0266767252248041	0.841630841881974	0.00791017594573088	0.999905579367304	"Abhd15"	"abhydrolase domain containing 15"
"ENSMUSG00000000693"	-0.0122446745872892	0.997353427643973	-0.0258804457407999	0.524383693945313	-0.0313317933668543	0.999905579367304	"Loxl3"	"lysyl oxidase-like 3"
"ENSMUSG00000000708"	-0.0837936314411442	0.948396839081051	-0.0121025119646899	0.533455643168777	0.00940870852529321	0.999905579367304	"Kat2b"	"K(lysine) acetyltransferase 2B"
"ENSMUSG00000000711"	0.0214850413547594	0.988023693170002	0.0035594417893592	0.855008068594907	-0.00179139449260813	0.999905579367304	"Rab5b"	"RAB5B, member RAS oncogene family"
"ENSMUSG00000000732"	-0.116355852547242	0.960597153418421	0.0283983381315161	0.363184097269588	0.00786796243794084	0.999905579367304	"Icosl"	"icos ligand"
"ENSMUSG00000000738"	-0.00965763528494385	0.992799973690996	0.00840588741653046	0.59937451121668	-0.00319347339105321	0.999905579367304	"Spg7"	"spastic paraplegia 7 homolog (human)"
"ENSMUSG00000000740"	-0.109845422403786	0.960720979662269	-0.00580068410126292	0.902693921174803	0.00927693367314733	0.999905579367304	"Rpl13"	"ribosomal protein L13"
"ENSMUSG00000000743"	-0.0664655673885172	0.943976377608358	-0.0075938633646917	0.616566185321494	-0.000283604995258426	0.999905579367304	"Chmp1a"	"charged multivesicular body protein 1A"
"ENSMUSG00000000751"	-0.087454901197421	0.922108953202429	-0.0039536804221929	0.841536829947047	0.00972641320937193	0.999905579367304	"Rpa1"	"replication protein A1"
"ENSMUSG00000000753"	-0.116291736625086	0.953082390858899	-0.0460673213075734	0.0339516642768775	0.0156725209812548	0.999905579367304	"Serpinf1"	"serine (or cysteine) peptidase inhibitor, clade F, member 1"
"ENSMUSG00000000759"	0.040546714707759	0.975148327565615	0.00736449661719542	0.659922777957291	-0.00356624989634479	0.999905579367304	"Tubgcp3"	"tubulin, gamma complex associated protein 3"
"ENSMUSG00000000766"	0.322594104561287	0.879214662772549	-0.00466504731605789	0.944466020093976	-0.0278043258846955	0.999905579367304	"Oprm1"	"opioid receptor, mu 1"
"ENSMUSG00000000776"	-0.116784969340327	0.948244828762877	0.00578336392084783	0.866400883715498	0.0102812793051232	0.999905579367304	"Polr3d"	"polymerase (RNA) III (DNA directed) polypeptide D"
"ENSMUSG00000000782"	-0.0473149471564163	0.992119376495439	-0.00108099216742468	0.985158684555319	-0.00975426956134374	0.999905579367304	"Tcf7"	"transcription factor 7, T cell specific"
"ENSMUSG00000000787"	0.0646878970533631	0.942017855819268	0.00854600655369008	0.503080240984294	-0.00423634199477522	0.999905579367304	"Ddx3x"	"DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked"
"ENSMUSG00000000791"	0.264116684138124	0.952805898192051	-0.11145763442667	0.0448387475116277	-0.029007013407455	0.999905579367304	"Il12rb1"	"interleukin 12 receptor, beta 1"
"ENSMUSG00000000792"	0.0161461611730939	0.992799973690996	0.0487767237798189	0.00198054233413017	-0.00505184660844353	0.999905579367304	"Slc5a5"	"solute carrier family 5 (sodium iodide symporter), member 5"
"ENSMUSG00000000794"	0.273757128399803	0.510093066119722	-0.00524345080885637	0.837781129231567	-0.0216922400857534	0.999905579367304	"Kcnn3"	"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3"
"ENSMUSG00000000804"	0.0126493329367768	0.992348894220561	0.00285478663515598	0.872057295257345	-0.00248344967617608	0.999905579367304	"Usp32"	"ubiquitin specific peptidase 32"
"ENSMUSG00000000805"	-0.199373054677364	0.751167186239464	-0.0282088734322433	0.0432566470012425	0.0151100681532959	0.999905579367304	"Car4"	"carbonic anhydrase 4"
"ENSMUSG00000000811"	-0.0119907790694762	0.997346851786397	0.0155790868795682	0.734097287926659	0.0363454767445633	0.999905579367304	"Txnrd3"	"thioredoxin reductase 3"
"ENSMUSG00000000823"	0.0890218319594232	0.902411310160118	0.00540929101385585	0.747422753302417	-3.58181835650925e-05	0.999905579367304	"Znf512b"	"zinc finger protein 512B"
"ENSMUSG00000000826"	0.0345645503558446	0.975148327565615	0.00743751465066798	0.57260260377188	-0.00445030655410839	0.999905579367304	"Dnajc5"	"DnaJ (Hsp40) homolog, subfamily C, member 5"
"ENSMUSG00000000827"	-0.13754747136245	0.819177643456926	-0.00872050007340299	0.580501286916801	0.00909265994947209	0.999905579367304	"Tpd52l2"	"tumor protein D52-like 2"
"ENSMUSG00000000838"	-0.0548144393136476	0.952805898192051	-0.00211129515373178	0.9137328354793	0.0088425972052367	0.999905579367304	"Fmr1"	"fragile X mental retardation syndrome 1"
"ENSMUSG00000000861"	0.133402872940653	0.812965234405633	0.0087613783450138	0.559667845207513	-3.84888208182739e-05	0.999905579367304	"Bcl11a"	"B cell CLL/lymphoma 11A (zinc finger protein)"
"ENSMUSG00000000869"	-0.097481336837407	0.975148327565615	-0.0066735522861163	0.895264423027123	0.0344733797785917	0.999905579367304	"Il4"	"interleukin 4"
"ENSMUSG00000000876"	-0.0223727566612549	0.992348894220561	-0.0183790364955845	0.453443687504124	0.00854279000895483	0.999905579367304	"Pxmp4"	"peroxisomal membrane protein 4"
"ENSMUSG00000000881"	0.070055530239045	0.93507508206717	0.00908927544769292	0.474634531517075	-0.00585291632426093	0.999905579367304	"Dlg3"	"discs, large homolog 3 (Drosophila)"
"ENSMUSG00000000884"	0.339150663438596	0.885527975143667	0.0405253440539395	0.324400648794561	-0.00633488076087861	0.999905579367304	"Gnb1l"	"guanine nucleotide binding protein (G protein), beta polypeptide 1-like"
"ENSMUSG00000000901"	-0.0271587481867416	0.995735315503043	0.0464825911796763	0.425509948158148	-0.0154858137771854	0.999905579367304	"Mmp11"	"matrix metallopeptidase 11"
"ENSMUSG00000000902"	0.0597194483204413	0.953082390858899	0.00287731044030952	0.891006965173222	-0.00681906438597715	0.999905579367304	"Smarcb1"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"
"ENSMUSG00000000915"	-0.0231979317610429	0.986990713240325	-0.00927723275098385	0.488068265408083	-0.00304353293038118	0.999905579367304	"Hip1r"	"huntingtin interacting protein 1 related"
"ENSMUSG00000000916"	-0.219077561240698	0.878256760057785	-0.00588232705023059	0.88343779197441	0.0230595318143979	0.999905579367304	"Nsun5"	"NOL1/NOP2/Sun domain family, member 5"
"ENSMUSG00000000934"	0.146242679836468	0.936773590248719	0.020644768151175	0.427959933437148	-0.0134579369407946	0.999905579367304	"Top1mt"	"DNA topoisomerase 1, mitochondrial"
"ENSMUSG00000000948"	-0.0500949116650705	0.953082390858899	-0.00217533428281652	0.901773613160757	0.00345683685587534	0.999905579367304	"Gm38393"	""
"ENSMUSG00000000957"	0.140535056934758	0.939988767870056	-0.0260840118804595	0.293450937425017	-0.0416998927899222	0.999905579367304	"Mmp14"	"matrix metallopeptidase 14 (membrane-inserted)"
"ENSMUSG00000000958"	-0.331753505658773	0.920233700086579	-0.041246301121299	0.455178830207711	0.0400790557154424	0.999905579367304	"Slc7a7"	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 7"
"ENSMUSG00000000959"	0.102730128552032	0.911081008941384	0.00657975466234983	0.7455935637017	-0.0124122755878427	0.999905579367304	"Oxa1l"	"oxidase assembly 1-like"
"ENSMUSG00000000976"	-0.0751685943755066	0.953082390858899	-0.00575317498378442	0.820986598227299	0.00891019982407375	0.999905579367304	"Heatr6"	"HEAT repeat containing 6"
"ENSMUSG00000000982"	-0.907558568968804	0.931729997828589	-0.123339777681786	0.495028235134046	0.201335044854877	0.999905579367304	"Ccl3"	"chemokine (C-C motif) ligand 3"
"ENSMUSG00000001016"	-0.156365301486644	0.724832071472823	0.00373680796957026	0.840897042867088	0.0153932068044657	0.999905579367304	"Ilf2"	"interleukin enhancer binding factor 2"
"ENSMUSG00000001017"	-0.0417212055075313	0.964863920214077	-0.0105445077849712	0.396487725165392	0.0106880818649406	0.999905579367304	"Chtop"	"chromatin target of PRMT1"
"ENSMUSG00000001018"	-0.0327103228125239	0.985789206629355	0.00566470941164491	0.781808936888402	0.00739427876355641	0.999905579367304	"Snapin"	"SNAP-associated protein"
"ENSMUSG00000001020"	-0.0773729053122116	0.992348894220561	-0.0705637745984816	0.302710759587247	0.0156369715438896	0.999905579367304	"S100a4"	"S100 calcium binding protein A4"
"ENSMUSG00000001025"	-0.458519686628543	0.468438114761289	-0.0251903233125321	0.359974124150254	0.0278434808936138	0.999905579367304	"S100a6"	"S100 calcium binding protein A6 (calcyclin)"
"ENSMUSG00000001029"	-0.16087642661994	0.968506807696083	-0.0377139348353002	0.4940898535415	0.0218436368747746	0.999905579367304	"Icam2"	"intercellular adhesion molecule 2"
"ENSMUSG00000001034"	-0.0816280863388126	0.953082390858899	0.00393119618533761	0.891779685879362	0.000866569466440444	0.999905579367304	"Mapk7"	"mitogen-activated protein kinase 7"
"ENSMUSG00000001036"	-0.0413099734323809	0.964827330520817	-0.00496980308501976	0.757315878815698	-0.000432448454545275	0.999905579367304	"Epn2"	"epsin 2"
"ENSMUSG00000001039"	-0.113862887173226	0.953082390858899	0.00228049573838877	0.959328554646924	0.00888872727909524	0.999905579367304	"B9d1"	"B9 protein domain 1"
"ENSMUSG00000001052"	0.0966128466060661	0.895475452241629	0.00788064676331656	0.603138791084922	0.002435008983909	0.999905579367304	"Sec24b"	"Sec24 related gene family, member B (S. cerevisiae)"
"ENSMUSG00000001053"	-0.0614806691604785	0.981873695127218	-0.00859305383512745	0.802996635981695	0.00811436884349545	0.999905579367304	"N4bp3"	"NEDD4 binding protein 3"
"ENSMUSG00000001054"	-0.0396786492105298	0.978621685262391	-0.00383333550027381	0.852960339875198	0.00461520866437046	0.999905579367304	"Rmnd5b"	"required for meiotic nuclear division 5 homolog B (S. cerevisiae)"
"ENSMUSG00000001056"	-0.300609573894915	0.572712974411937	-0.020126254902708	0.308179073008294	0.0308999438828964	0.999905579367304	"Nhp2"	"NHP2 ribonucleoprotein"
"ENSMUSG00000001062"	0.110233855480713	0.880311667748618	0.00430843715476899	0.821338703639828	-0.0152175044688638	0.999905579367304	"Vps9d1"	"VPS9 domain containing 1"
"ENSMUSG00000001065"	-0.0849740846336349	0.952805898192051	-0.026732284009631	0.0913734561528341	0.00335895732349488	0.999905579367304	"Zfp276"	"zinc finger protein (C2H2 type) 276"
"ENSMUSG00000001082"	0.135625570134253	0.913008723790487	0.00760653503873617	0.785557969221125	-0.0156182536175697	0.999905579367304	"Mfsd10"	"major facilitator superfamily domain containing 10"
"ENSMUSG00000001089"	-0.0437366135217611	0.960597153418421	-0.0015292251388882	0.938725457966062	-0.00333561485744914	0.999905579367304	"Luzp1"	"leucine zipper protein 1"
"ENSMUSG00000001098"	-0.148977716285586	0.880311667748618	0.00817141434683429	0.727847915187855	0.00957704380527526	0.999905579367304	"Kctd10"	"potassium channel tetramerisation domain containing 10"
"ENSMUSG00000001100"	-0.153921096984772	0.715494875404121	-0.00347104921355387	0.847779978593209	0.011747269998287	0.999905579367304	"Poldip2"	"polymerase (DNA-directed), delta interacting protein 2"
"ENSMUSG00000001103"	0.484993580301411	0.83848159710917	-0.00953232272744634	0.912069809865247	-0.0154679876354345	0.999905579367304	"Sebox"	"SEBOX homeobox"
