"Genes"	"Main-effect Genotype (logFC)"	"Main-effect Gentyope (FDR)"	"Main-effect Age (logFC)"	"Main-effect Age (FDR)"	"Linear Effect (logFC)"	"Linear Effect (FDR)"	"Gene Symbol"	"Gene Description"
"ENSMUSG00000000127"	0.126971542488191	0.970303781928511	-0.0101989846669761	0.905525166976926	-0.0198407561785652	0.999905587128637	"Fer"	"fer (fms/fps related) protein kinase"
"ENSMUSG00000000131"	0.113367441935084	0.936929413888835	0.0277027697390328	0.373126295163377	-0.0158949451502279	0.999905587128637	"Xpo6"	"exportin 6"
"ENSMUSG00000000134"	0.192413727833132	0.87839509608207	0.0214789133539621	0.642603183392864	-0.0346096830443851	0.999905587128637	"Tfe3"	"transcription factor E3"
"ENSMUSG00000000142"	0.101323857802901	0.973748662186151	0.00961171367875819	0.893391877918631	-0.0198080294063156	0.999905587128637	"Axin2"	"axin2"
"ENSMUSG00000000148"	0.283158130767229	0.770955343672704	0.0203930269148377	0.72491030908782	-0.0585281320136563	0.999905587128637	"Brat1"	"BRCA1-associated ATM activator 1"
"ENSMUSG00000000149"	-0.0798832348848131	0.961155528940336	-0.0810055726099833	9.40112887556573e-05	-0.00342495046448404	0.999905587128637	"Gna12"	"guanine nucleotide binding protein, alpha 12"
"ENSMUSG00000000154"	0.246059034020776	0.992576918600647	0.182988061254338	0.500449062730151	-0.109126729469232	0.999905587128637	"Slc22a18"	"solute carrier family 22 (organic cation transporter), member 18"
"ENSMUSG00000000167"	-0.270292956486158	0.973748662186151	-0.064278650699274	0.674625705361715	0.0841572916461334	0.999905587128637	"Pih1d2"	"PIH1 domain containing 2"
"ENSMUSG00000000168"	0.0477422968013394	0.983908150301069	0.00170564494397537	0.973107249641751	-0.00702960767906194	0.999905587128637	"Dlat"	"dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex)"
"ENSMUSG00000000171"	-0.0695914674602619	0.973748662186151	-0.027885128469601	0.393328364035517	0.0110940592878391	0.999905587128637	"Sdhd"	"succinate dehydrogenase complex, subunit D, integral membrane protein"
"ENSMUSG00000000182"	0.534148640541052	0.981213723394565	-0.0806955335783365	0.885230921419788	0.00947687794853225	0.999905587128637	"Fgf23"	"fibroblast growth factor 23"
"ENSMUSG00000000184"	-0.147627086537751	0.891124303164159	-0.0630350692734966	0.00702035692871799	0.00340641127815658	0.999905587128637	"Ccnd2"	"cyclin D2"
"ENSMUSG00000000194"	-0.000782053395544365	0.99895713506901	-0.0191756960433127	0.631069089882964	-0.00846065219724013	0.999905587128637	"Gpr107"	"G protein-coupled receptor 107"
"ENSMUSG00000000197"	0.154670966673752	0.875241478420191	0.0419690500301855	0.100846348401447	-0.0214469283782402	0.999905587128637	"Nalcn"	"sodium leak channel, non-selective"
"ENSMUSG00000000202"	-0.30115682522155	0.87839509608207	-0.138245650686307	0.00154890720361705	0.0368427582526295	0.999905587128637	"Btbd17"	"BTB (POZ) domain containing 17"
"ENSMUSG00000000214"	-0.384804248314535	0.787844183034817	-0.0126021234012759	0.893970049122533	0.113912690452255	0.999905587128637	"Th"	"tyrosine hydroxylase"
"ENSMUSG00000000223"	0.100315591023637	0.940731096182897	0.0165407825120498	0.659434607632231	-0.0150699548076234	0.999905587128637	"Drp2"	"dystrophin related protein 2"
"ENSMUSG00000000247"	-0.0743661102390599	0.978160526703018	-0.0301005072662181	0.441106085866662	-0.0340158760036664	0.999905587128637	"Lhx2"	"LIM homeobox protein 2"
"ENSMUSG00000000253"	-0.155984290199295	0.931330847750389	-0.00597240495732641	0.926084382722466	0.0256830429892964	0.999905587128637	"Gmpr"	"guanosine monophosphate reductase"
"ENSMUSG00000000263"	-0.213137931521339	0.978160526703018	-0.0175869485826123	0.924059497687812	0.056913709862077	0.999905587128637	"Glra1"	"glycine receptor, alpha 1 subunit"
"ENSMUSG00000000266"	0.119537108896981	0.944306135047054	0.0480488597931769	0.138352683346963	-0.00684045598807471	0.999905587128637	"Mid2"	"midline 2"
"ENSMUSG00000000275"	-0.397106891653448	0.795123514521241	-0.206003338019768	3.92082827401113e-06	0.0799900614418832	0.999905587128637	"Trim25"	"tripartite motif-containing 25"
"ENSMUSG00000000276"	0.0522360178238052	0.978903829571495	0.0346580512534025	0.225931815714395	0.00524396211427937	0.999905587128637	"Dgke"	"diacylglycerol kinase, epsilon"
"ENSMUSG00000000278"	-0.137628773206464	0.964978682998835	-0.0402245411132192	0.509237398162968	0.0479322925794476	0.999905587128637	"Scpep1"	"serine carboxypeptidase 1"
"ENSMUSG00000000282"	-0.138183553731433	0.936929413888835	0.00896346820772401	0.872585351355933	0.0274244018122101	0.999905587128637	"Mnt"	"max binding protein"
"ENSMUSG00000000290"	-0.304632993281713	0.940731096182897	-0.00926505195632641	0.949424966092297	0.0505811753516817	0.999905587128637	"Itgb2"	"integrin beta 2"
"ENSMUSG00000000295"	0.219131398232334	0.948815236687044	0.0361965713882313	0.672141630791066	-0.0721464657748561	0.999905587128637	"Hddc2"	"HD domain containing 2"
"ENSMUSG00000000296"	0.17150869011896	0.940731096182897	0.0442514255038769	0.399150740146468	-0.059619612524643	0.999905587128637	"Tpd52l1"	"tumor protein D52-like 1"
"ENSMUSG00000000301"	-1.00504325020382	0.731362984730081	-0.0796128726735854	0.631069089882964	0.141847369089439	0.999905587128637	"Pemt"	"phosphatidylethanolamine N-methyltransferase"
"ENSMUSG00000000303"	0.0435568711720718	0.998644145124142	-0.0755185170941252	0.663022173068381	0.038112905664558	0.999905587128637	"Cdh1"	"cadherin 1"
"ENSMUSG00000000305"	0.248076765249449	0.798181051069954	0.00503087399783975	0.94105997400619	-0.0373571389568687	0.999905587128637	"Cdh4"	"cadherin 4"
"ENSMUSG00000000308"	-0.0879716769287755	0.954128883900929	0.050252014031694	0.0324018913949151	0.0108865117702808	0.999905587128637	"Ckmt1"	"creatine kinase, mitochondrial 1, ubiquitous"
"ENSMUSG00000000317"	-0.806824741447777	0.751917442589349	-0.00417352402513848	0.98219907008486	0.0729665798138458	0.999905587128637	"Bcl6b"	"B cell CLL/lymphoma 6, member B"
"ENSMUSG00000000320"	1.57653821131063	0.653722448203935	0.224498849414032	0.268791657043027	-0.34199907612003	0.999905587128637	"Alox12"	"arachidonate 12-lipoxygenase"
"ENSMUSG00000000339"	-0.160526148223849	0.940731096182897	0.00285136651024488	0.970255471851631	0.0436536063223301	0.999905587128637	"Rtca"	"RNA 3'-terminal phosphate cyclase"
"ENSMUSG00000000340"	-0.0107279474196176	0.998644145124142	-0.0307916953597788	0.569777052723	-0.0396143976908578	0.999905587128637	"Dbt"	"dihydrolipoamide branched chain transacylase E2"
"ENSMUSG00000000346"	-0.197393076408922	0.761128838518482	-0.0358584053396032	0.199618070714356	0.0310056385128441	0.999905587128637	"Dazap2"	"DAZ associated protein 2"
"ENSMUSG00000000355"	-0.198404465323122	0.87839509608207	-0.0138050911209283	0.797923164004175	0.0306233161358845	0.999905587128637	"Mcts1"	"malignant T cell amplified sequence 1"
"ENSMUSG00000000359"	-1.73926893647511	0.687466362608536	-0.0908083803196462	0.753946671605303	0.259393097207081	0.999905587128637	"Rem1"	"rad and gem related GTP binding protein 1"
"ENSMUSG00000000365"	0.62962022537296	0.940731096182897	0.13187070415736	0.502381542135017	-0.134029434601858	0.999905587128637	"Rnf17"	"ring finger protein 17"
"ENSMUSG00000000374"	0.0980871455679975	0.941015621551657	0.0187391993640705	0.592474427919733	-0.0187239313783149	0.999905587128637	"Trappc10"	"trafficking protein particle complex 10"
"ENSMUSG00000000378"	0.107097260185597	0.953970168144881	-0.0170655699156135	0.715247357461597	-0.0354806365961071	0.999905587128637	"Ccm2"	"cerebral cavernous malformation 2"
"ENSMUSG00000000384"	0.0987946694309422	0.969370346623901	0.0147495881338862	0.798377838151357	-0.0183746841114011	0.999905587128637	"Tbrg4"	"transforming growth factor beta regulated gene 4"
"ENSMUSG00000000386"	-0.826177129313955	0.954918329805429	0.0553910739811363	0.883894864619403	0.0233123484884344	0.999905587128637	"Mx1"	""
"ENSMUSG00000000392"	-0.233819908988089	0.973748662186151	-0.0824945894545253	0.483337999249747	0.0822830337746793	0.999905587128637	"Fap"	"fibroblast activation protein"
"ENSMUSG00000000399"	-0.014721834694603	0.996307722186266	0.0243988962247738	0.457812490119412	-0.0189314248988283	0.999905587128637	"Ndufa9"	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9"
"ENSMUSG00000000402"	-0.702697162590925	0.792808621245556	-0.125091450005094	0.23520887986864	0.0817596485967616	0.999905587128637	"Egfl6"	"EGF-like-domain, multiple 6"
"ENSMUSG00000000409"	0.517505955265794	0.920808108405072	0.0390354996678177	0.839410411797967	-0.0638374230275554	0.999905587128637	"Lck"	"lymphocyte protein tyrosine kinase"
"ENSMUSG00000000416"	-0.0460403785291068	0.98442431527567	0.0292056220099583	0.319346572516408	0.00482903165516858	0.999905587128637	"Cttnbp2"	"cortactin binding protein 2"
"ENSMUSG00000000420"	-0.121629975426927	0.940731096182897	-0.0344440624817455	0.296297114085404	0.0295015099755633	0.999905587128637	"Galnt1"	"UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1"
"ENSMUSG00000000439"	0.114087283225526	0.968525723849277	0.00518269740805338	0.947607145570569	-0.0239754100284408	0.999905587128637	"Mkrn2"	"makorin, ring finger protein, 2"
"ENSMUSG00000000440"	-0.325682166299981	0.953970168144881	-0.0529536396890319	0.700198355516197	0.0875637278767779	0.999905587128637	"Pparg"	"peroxisome proliferator activated receptor gamma"
"ENSMUSG00000000441"	0.0236877597415814	0.994351619032295	0.0100579991402773	0.816447395409147	-0.0115925102512261	0.999905587128637	"Raf1"	"v-raf-leukemia viral oncogene 1"
"ENSMUSG00000000486"	-0.0588070104125475	0.998644145124142	-0.094164735969208	0.69583666300563	-0.062746096616209	0.999905587128637	"Sept1"	"septin 1"
"ENSMUSG00000000489"	-0.305218595652546	0.740223250049201	-0.0941159313018166	0.00644132302076632	0.0587846814203008	0.999905587128637	"Pdgfb"	"platelet derived growth factor, B polypeptide"
"ENSMUSG00000000530"	-0.123939970084237	0.9712907528455	-0.0740068534153456	0.114076898693478	-0.0112664326038845	0.999905587128637	"Acvrl1"	"activin A receptor, type II-like 1"
"ENSMUSG00000000531"	0.189910043385992	0.918951023525625	-0.050645780053249	0.260159130865633	-0.0368207959647489	0.999905587128637	"Grasp"	"GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein"
"ENSMUSG00000000532"	0.152119388700118	0.87839509608207	0.0365024654996732	0.180892881432191	-0.022431149285878	0.999905587128637	"Acvr1b"	"activin A receptor, type 1B"
"ENSMUSG00000000538"	0.0834162563044309	0.955270525372932	0.0172731141966901	0.6126697775808	-0.0255035689009519	0.999905587128637	"Tom1l2"	"target of myb1-like 2 (chicken)"
"ENSMUSG00000000552"	-0.0328906811641045	0.990758273004952	0.0313622527528412	0.353701450922056	-0.0110371934270278	0.999905587128637	"Zfp385a"	"zinc finger protein 385A"
"ENSMUSG00000000555"	-0.333386096332083	0.891994673417264	-0.11079017712667	0.0714348526339307	0.082485082749957	0.999905587128637	"Itga5"	"integrin alpha 5 (fibronectin receptor alpha)"
"ENSMUSG00000000560"	-0.833870636655916	7.08925414258164e-08	-0.118355939247955	2.59519103156229e-07	0.158922216166697	4.33706652979321e-05	"Gabra2"	"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2"
"ENSMUSG00000000561"	-0.0764403505460124	0.970303781928511	0.022399480129706	0.544726755502023	0.0185574325686126	0.999905587128637	"Wdr77"	"WD repeat domain 77"
"ENSMUSG00000000562"	0.0275240562691515	0.998644145124142	-0.0846138916896186	0.715622590690915	0.0308419469338811	0.999905587128637	"Adora3"	"transmembrane and immunoglobulin domain containing 3"
"ENSMUSG00000000563"	-0.160204290962563	0.87041124949498	-0.0156838752945744	0.676482140008098	0.0297670375850391	0.999905587128637	"Atp5f1"	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit B1"
"ENSMUSG00000000567"	-0.22945469318258	0.879685209672074	-0.0416452297650359	0.373126295163377	0.0295709773000499	0.999905587128637	"Sox9"	"SRY (sex determining region Y)-box 9"
"ENSMUSG00000000568"	-0.0235522837133906	0.994351619032295	0.0393113151238547	0.14636399995499	0.0175624778898791	0.999905587128637	"Hnrnpd"	"heterogeneous nuclear ribonucleoprotein D"
"ENSMUSG00000000581"	-0.0475368139417909	0.987682898574166	-0.0153833062393365	0.754781405600147	0.0176124867337324	0.999905587128637	"C1d"	"C1D nuclear receptor co-repressor"
"ENSMUSG00000000594"	-0.0226980251609263	0.99477244032939	-0.0553447383327094	0.0330601572996467	-0.0156198016359961	0.999905587128637	"Gm2a"	"GM2 ganglioside activator protein"
"ENSMUSG00000000600"	-0.00951830930554198	0.998644145124142	-0.0272366178257543	0.448414179069596	0.00386002850902579	0.999905587128637	"Krit1"	"KRIT1, ankyrin repeat containing"
"ENSMUSG00000000605"	0.00488744638658523	0.998644145124142	-0.0206072914299073	0.527255515346912	0.00639644748658783	0.999905587128637	"Clcn4-2"	"chloride channel 4-2"
"ENSMUSG00000000627"	0.160629491834321	0.891994673417264	0.0296175018177021	0.409583171686604	-0.0365001774994261	0.999905587128637	"Sema4f"	"sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain"
"ENSMUSG00000000628"	0.0706213096300286	0.994351619032295	-0.0545716123351345	0.630760683986187	-0.00320515757953244	0.999905587128637	"Hk2"	"hexokinase 2"
"ENSMUSG00000000631"	0.121948189135273	0.913690050935095	-0.0181738031924766	0.595482983553013	-0.0274527587796958	0.999905587128637	"Myo18a"	"myosin XVIIIA"
"ENSMUSG00000000632"	0.191150699832487	0.758512158537767	0.045728614676896	0.0571308152146232	-0.0327302209660475	0.999905587128637	"Sez6"	"seizure related gene 6"
"ENSMUSG00000000682"	0.172774681548454	0.992522414126408	-0.0188376898420876	0.950701118069132	-0.140958159433199	0.999905587128637	"Cd52"	"CD52 antigen"
"ENSMUSG00000000686"	-0.268299530126629	0.987790583203832	-0.0666918130619443	0.841630841880548	0.0197754398642337	0.999905587128637	"Abhd15"	"abhydrolase domain containing 15"
"ENSMUSG00000000693"	0.0817507055126088	0.992576918600647	-0.064701114352019	0.524383693925664	-0.0783294834170443	0.999905587128637	"Loxl3"	"lysyl oxidase-like 3"
"ENSMUSG00000000708"	-0.11201975701983	0.962361751173721	-0.0302562799120188	0.533455643475651	0.023521771313875	0.999905587128637	"Kat2b"	"K(lysine) acetyltransferase 2B"
"ENSMUSG00000000711"	0.0268592248320456	0.994351619032295	0.00889860447328075	0.855008068265382	-0.00447848623152288	0.999905587128637	"Rab5b"	"RAB5B, member RAS oncogene family"
"ENSMUSG00000000732"	-0.139959739865397	0.978750606368146	0.0709958453290671	0.363184095887742	0.0196699060956011	0.999905587128637	"Icosl"	"icos ligand"
"ENSMUSG00000000738"	-7.72151080003391e-05	0.999935655894405	0.0210147185417535	0.599374510497764	-0.00798368347871514	0.999905587128637	"Spg7"	"spastic paraplegia 7 homolog (human)"
"ENSMUSG00000000740"	-0.137676223422496	0.978750606368146	-0.0145017102529638	0.902693921161562	0.0231923341826268	0.999905587128637	"Rpl13"	"ribosomal protein L13"
"ENSMUSG00000000743"	-0.0656147524030686	0.976931584730538	-0.0189846584117152	0.616566184433916	-0.000709012488274844	0.999905587128637	"Chmp1a"	"charged multivesicular body protein 1A"
"ENSMUSG00000000751"	-0.116634140821366	0.940731096182897	-0.00988420105475764	0.841536829909856	0.0243160330223323	0.999905587128637	"Rpa1"	"replication protein A1"
"ENSMUSG00000000753"	-0.163309299581886	0.967741434852613	-0.115168303269908	0.0339516643607101	0.0391813024556235	0.999905587128637	"Serpinf1"	"serine (or cysteine) peptidase inhibitor, clade F, member 1"
"ENSMUSG00000000759"	0.0512454643937719	0.986007808094065	0.0184112415433211	0.659922776897973	-0.00891562474057366	0.999905587128637	"Tubgcp3"	"tubulin, gamma complex associated protein 3"
"ENSMUSG00000000766"	0.406007082215341	0.918951023525625	-0.0116626182900172	0.944466020087812	-0.069510814711697	0.999905587128637	"Oprm1"	"opioid receptor, mu 1"
"ENSMUSG00000000776"	-0.147628807263357	0.9642877464884	0.0144584098010112	0.86640088386084	0.025703198264356	0.999905587128637	"Polr3d"	"polymerase (RNA) III (DNA directed) polypeptide D"
"ENSMUSG00000000782"	-0.018052138471032	0.998644145124142	-0.00270248041871739	0.985158684540765	-0.0243856739035528	0.999905587128637	"Tcf7"	"transcription factor 7, T cell specific"
"ENSMUSG00000000787"	0.0773969230367957	0.960919458683835	0.0213650163843303	0.503080241333118	-0.0105908549864031	0.999905587128637	"Ddx3x"	"DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked"
"ENSMUSG00000000791"	0.35113772436612	0.97075712891144	-0.278644086066309	0.044838747526996	-0.0725175335204872	0.999905587128637	"Il12rb1"	"interleukin 12 receptor, beta 1"
"ENSMUSG00000000792"	0.031301700996054	0.995779907969539	0.121941809449354	0.00198054234130088	-0.0126296165205476	0.999905587128637	"Slc5a5"	"solute carrier family 5 (sodium iodide symporter), member 5"
"ENSMUSG00000000794"	0.338833848654871	0.621322873175099	-0.0131086270222921	0.837781129175977	-0.054230600213796	0.999905587128637	"Kcnn3"	"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3"
"ENSMUSG00000000804"	0.0200996819669683	0.995086626823006	0.00713696658784253	0.872057294776367	-0.00620862419059525	0.999905587128637	"Usp32"	"ubiquitin specific peptidase 32"
"ENSMUSG00000000805"	-0.244703259137367	0.842547097490392	-0.0705221835806992	0.0432566469574718	0.037775170383391	0.999905587128637	"Car4"	"carbonic anhydrase 4"
"ENSMUSG00000000811"	-0.121027209305789	0.986106121315864	0.0389477171986437	0.734097287980425	0.0908636918619623	0.999905587128637	"Txnrd3"	"thioredoxin reductase 3"
"ENSMUSG00000000823"	0.0891292865072097	0.95598245399313	0.0135232275357826	0.747422752517815	-8.95454576364862e-05	0.999905587128637	"Znf512b"	"zinc finger protein 512B"
"ENSMUSG00000000826"	0.047915470017788	0.979164064277073	0.0185937866265934	0.572602603676906	-0.011125766385255	0.999905587128637	"Dnajc5"	"DnaJ (Hsp40) homolog, subfamily C, member 5"
"ENSMUSG00000000827"	-0.164825451209877	0.886853403927347	-0.0218012501835004	0.580501286912595	0.0227316498732036	0.999905587128637	"Tpd52l2"	"tumor protein D52-like 2"
"ENSMUSG00000000838"	-0.0813422309243911	0.961490532518932	-0.00527823788455626	0.913732835443216	0.0221064930128098	0.999905587128637	"Fmr1"	"fragile X mental retardation syndrome 1"
"ENSMUSG00000000861"	0.13351833940494	0.920151099568206	0.021903445862621	0.55966784431949	-9.62220519777722e-05	0.999905587128637	"Bcl11a"	"B cell CLL/lymphoma 11A (zinc finger protein)"
"ENSMUSG00000000869"	-0.200901476170605	0.967741434852613	-0.0166838807151665	0.895264423118242	0.0861834494461313	0.999905587128637	"Il4"	"interleukin 4"
"ENSMUSG00000000876"	-0.0480011266856643	0.993019494961065	-0.0459475912387652	0.453443686201499	0.0213569750215004	0.999905587128637	"Pxmp4"	"peroxisomal membrane protein 4"
"ENSMUSG00000000881"	0.0876142792145802	0.953970168144881	0.022723188619224	0.474634531659221	-0.0146322908113494	0.999905587128637	"Dlg3"	"discs, large homolog 3 (Drosophila)"
"ENSMUSG00000000884"	0.358155305721991	0.940731096182897	0.101313360135209	0.32440064873586	-0.0158372019022548	0.999905587128637	"Gnb1l"	"guanine nucleotide binding protein (G protein), beta polypeptide 1-like"
"ENSMUSG00000000901"	0.0192986931352247	0.998644145124142	0.116206477948549	0.425509948401325	-0.0387145344414565	0.999905587128637	"Mmp11"	"matrix metallopeptidase 11"
"ENSMUSG00000000902"	0.080176641479189	0.969370346623901	0.00719327610114027	0.89100696490283	-0.0170476609654868	0.999905587128637	"Smarcb1"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"
"ENSMUSG00000000915"	-0.0140673329773505	0.996307722186266	-0.0231930818767715	0.488068264122673	-0.00760883232393799	0.999905587128637	"Hip1r"	"huntingtin interacting protein 1 related"
"ENSMUSG00000000916"	-0.288256156682291	0.910593633969075	-0.0147058176250511	0.883437791968189	0.0576488295356521	0.999905587128637	"Nsun5"	"NOL1/NOP2/Sun domain family, member 5"
"ENSMUSG00000000934"	0.186616490664932	0.953970168144881	0.0516119203777139	0.427959933781876	-0.0336448423534542	0.999905587128637	"Top1mt"	"DNA topoisomerase 1, mitochondrial"
"ENSMUSG00000000948"	-0.0604654222325017	0.975239466751522	-0.00543833570709032	0.901773612739925	0.00864209213961402	0.999905587128637	"Gm38393"	""
"ENSMUSG00000000957"	0.265634735311345	0.912074022386619	-0.0652100297021188	0.293450936702867	-0.104249731975927	0.999905587128637	"Mmp14"	"matrix metallopeptidase 14 (membrane-inserted)"
"ENSMUSG00000000958"	-0.451990672796018	0.940731096182897	-0.103115752802563	0.455178828759931	0.100197639286662	0.999905587128637	"Slc7a7"	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 7"
"ENSMUSG00000000959"	0.139966955312155	0.937074969324907	0.0164493866558387	0.745593563391002	-0.031030688969091	0.999905587128637	"Oxa1l"	"oxidase assembly 1-like"
"ENSMUSG00000000976"	-0.101899193848694	0.973540840259659	-0.0143829374594976	0.820986597716797	0.0222754995604829	0.999905587128637	"Heatr6"	"HEAT repeat containing 6"
"ENSMUSG00000000982"	-1.51156370351633	0.920363980634322	-0.30834944420394	0.495028235171064	0.503337612133775	0.999905587128637	"Ccl3"	"chemokine (C-C motif) ligand 3"
"ENSMUSG00000001016"	-0.202544921902627	0.786808517082896	0.00934201992420242	0.84089704287472	0.0384830170110027	0.999905587128637	"Ilf2"	"interleukin enhancer binding factor 2"
"ENSMUSG00000001017"	-0.0737854511059896	0.967741434852613	-0.0263612694631329	0.396487725490543	0.026720204662595	0.999905587128637	"Chtop"	"chromatin target of PRMT1"
"ENSMUSG00000001018"	-0.0548931591052894	0.986007808094065	0.0141617735296787	0.781808936877899	0.0184856969091024	0.999905587128637	"Snapin"	"SNAP-associated protein"
"ENSMUSG00000001020"	-0.12428381994133	0.994351619032295	-0.176409436495827	0.30271075954807	0.0390924288593703	0.999905587128637	"S100a4"	"S100 calcium binding protein A4"
"ENSMUSG00000001025"	-0.542050129313977	0.622619216901983	-0.0629758082819909	0.359974124442436	0.0696087022352645	0.999905587128637	"S100a6"	"S100 calcium binding protein A6 (calcyclin)"
"ENSMUSG00000001029"	-0.226407337239359	0.978750606368146	-0.0942848370875439	0.49408985345118	0.0546090921860632	0.999905587128637	"Icam2"	"intercellular adhesion molecule 2"
"ENSMUSG00000001034"	-0.0842277947377469	0.978750606368146	0.00982799046335747	0.891779685836313	0.00216642366604857	0.999905587128637	"Mapk7"	"mitogen-activated protein kinase 7"
"ENSMUSG00000001036"	-0.0400126280705518	0.986503340892572	-0.012424507712295	0.75731587895793	-0.0010811211362043	0.999905587128637	"Epn2"	"epsin 2"
"ENSMUSG00000001039"	-0.140529069010858	0.976048625205583	0.00570123934623718	0.959328554646939	0.0222218181975497	0.999905587128637	"B9d1"	"B9 protein domain 1"
"ENSMUSG00000001052"	0.089307819660796	0.958734358369002	0.0197016169090327	0.603138790283743	0.00608752245826497	0.999905587128637	"Sec24b"	"Sec24 related gene family, member B (S. cerevisiae)"
"ENSMUSG00000001053"	-0.0858237756973627	0.986035169436	-0.0214826345876726	0.802996636158901	0.0202859221116659	0.999905587128637	"N4bp3"	"NEDD4 binding protein 3"
"ENSMUSG00000001054"	-0.0535242752008862	0.986007808094065	-0.00958333875112082	0.852960339594823	0.0115380216588004	0.999905587128637	"Rmnd5b"	"required for meiotic nuclear division 5 homolog B (S. cerevisiae)"
"ENSMUSG00000001056"	-0.39330940554248	0.625844253945685	-0.0503156372568669	0.308179073049299	0.0772498597071456	0.999905587128637	"Nhp2"	"NHP2 ribonucleoprotein"
"ENSMUSG00000001062"	0.155886368889073	0.891994673417264	0.0107710928874171	0.821338703221608	-0.0380437611725351	0.999905587128637	"Vps9d1"	"VPS9 domain containing 1"
"ENSMUSG00000001065"	-0.095050956603844	0.976931584730538	-0.0668307100239872	0.0913734561702244	0.00839739330867122	0.999905587128637	"Zfp276"	"zinc finger protein (C2H2 type) 276"
"ENSMUSG00000001082"	0.182480330987605	0.940731096182897	0.0190163375966777	0.785557969316838	-0.0390456340440536	0.999905587128637	"Mfsd10"	"major facilitator superfamily domain containing 10"
"ENSMUSG00000001089"	-0.0337297689531233	0.987790583203832	-0.00382306284827122	0.938725458013081	-0.00833903714330187	0.999905587128637	"Luzp1"	"leucine zipper protein 1"
"ENSMUSG00000001098"	-0.177708847701958	0.930928921026139	0.0204285358670575	0.727847915138114	0.0239426095132766	0.999905587128637	"Kctd10"	"potassium channel tetramerisation domain containing 10"
"ENSMUSG00000001100"	-0.189162906980171	0.803621693577441	-0.00867762303399678	0.847779978740818	0.0293681749955535	0.999905587128637	"Poldip2"	"polymerase (DNA-directed), delta interacting protein 2"
"ENSMUSG00000001103"	0.531397543211784	0.918951023525625	-0.0238308068186966	0.91206980984335	-0.0386699690898496	0.999905587128637	"Sebox"	"SEBOX homeobox"
"ENSMUSG00000001105"	0.00696804759101388	0.998644145124142	-0.0176510315654963	0.705019924015467	-0.00219910134255598	0.999905587128637	"Ift20"	"intraflagellar transport 20"
