"Genes"	"Main-effect Genotype (logFC)"	"Main-effect Gentyope (FDR)"	"Main-effect Age (logFC)"	"Main-effect Age (FDR)"	"Linear Effect (logFC)"	"Linear Effect (FDR)"	"Gene Symbol"	"Gene Description"
"ENSMUSG00000000125"	0.666359030020812	0.999980159084512	0.0413415595797801	0.794610607422133	-0.0515460717075134	0.999681994871666	"Wnt3"	"wingless-type MMTV integration site family, member 3"
"ENSMUSG00000000126"	0.749693235195115	0.999980159084512	-0.0206438944610012	0.860705059667542	-0.0652725594751848	0.723257016282867	"Wnt9a"	"wingless-type MMTV integration site family, member 9A"
"ENSMUSG00000000127"	0.258884431756493	0.999980159084512	0.0170299682921872	0.88334504350208	-0.0209282284509803	0.999681994871666	"Fer"	"fer (fms/fps related) protein kinase"
"ENSMUSG00000000131"	0.00320145461124804	0.999980159084512	0.00410567062284433	0.96063497815724	0.00123884993352201	0.999681994871666	"Xpo6"	"exportin 6"
"ENSMUSG00000000134"	-0.091801359447519	0.999980159084512	-0.00682506388656853	0.948357423727615	0.00637622269185606	0.999681994871666	"Tfe3"	"transcription factor E3"
"ENSMUSG00000000142"	0.0296597710385977	0.999980159084512	-0.00672348618062568	0.956142210289851	-0.00395771709377597	0.999681994871666	"Axin2"	"axin2"
"ENSMUSG00000000148"	-0.104818797333574	0.999980159084512	-0.0230626575616896	0.739775598727874	0.00306856705625566	0.999681994871666	"Brat1"	"BRCA1-associated ATM activator 1"
"ENSMUSG00000000149"	-0.104468335624028	0.999980159084512	0.02189765468645	0.52273162267564	0.000330259513628726	0.999681994871666	"Gna12"	"guanine nucleotide binding protein, alpha 12"
"ENSMUSG00000000154"	-2.41555863203857	0.999980159084512	0.0218761353378455	0.970589259593381	0.166935129627962	0.999681994871666	"Slc22a18"	"solute carrier family 22 (organic cation transporter), member 18"
"ENSMUSG00000000167"	0.910699989598223	0.999980159084512	0.00933872703347465	0.980967122481884	-0.0563518449208833	0.999681994871666	"Pih1d2"	"PIH1 domain containing 2"
"ENSMUSG00000000168"	0.12838052776351	0.999980159084512	-0.00126383093489657	0.990998450329069	-0.0102291111839273	0.999681994871666	"Dlat"	"dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex)"
"ENSMUSG00000000171"	0.0213133439957182	0.999980159084512	-0.00245239407633123	0.980967122481884	-0.00202923871819973	0.999681994871666	"Sdhd"	"succinate dehydrogenase complex, subunit D, integral membrane protein"
"ENSMUSG00000000182"	0.318506574115923	0.999980159084512	0.130347846989033	0.843022116560682	0.0229221597021213	0.999681994871666	"Fgf23"	"fibroblast growth factor 23"
"ENSMUSG00000000184"	-0.149293980711708	0.999980159084512	-0.0222919050170902	0.544960998092273	0.00183700567684767	0.999681994871666	"Ccnd2"	"cyclin D2"
"ENSMUSG00000000194"	-0.142862431400782	0.999980159084512	0.0129639786418154	0.843022116560682	0.00760936391112342	0.999681994871666	"Gpr107"	"G protein-coupled receptor 107"
"ENSMUSG00000000197"	0.130804563992723	0.999980159084512	-0.0096444634565935	0.874098970329258	-0.00873060288015627	0.999681994871666	"Nalcn"	"sodium leak channel, non-selective"
"ENSMUSG00000000202"	0.532461887382311	0.999980159084512	0.0433092630617366	0.543293119094903	-0.0510618372572979	0.998439707056997	"Btbd17"	"BTB (POZ) domain containing 17"
"ENSMUSG00000000214"	1.46264268015341	0.372551481059989	-0.0668568885885231	0.164174020109764	-0.0969947131916624	0.273333136880389	"Th"	"tyrosine hydroxylase"
"ENSMUSG00000000223"	-0.0921529520896445	0.999980159084512	-0.0280072155721303	0.294268902269062	0.00850844718871403	0.999681994871666	"Drp2"	"dystrophin related protein 2"
"ENSMUSG00000000247"	-0.367825060886163	0.999980159084512	0.0211078777658166	0.691701024563738	0.00744100484942033	0.999681994871666	"Lhx2"	"LIM homeobox protein 2"
"ENSMUSG00000000253"	0.0820726005768756	0.999980159084512	0.0080663448120023	0.936803094614851	-0.00701547381747387	0.999681994871666	"Gmpr"	"guanosine monophosphate reductase"
"ENSMUSG00000000263"	1.09910403931644	0.999980159084512	-0.0163423815758882	0.959129682842725	-0.0809281782585669	0.999681994871666	"Glra1"	"glycine receptor, alpha 1 subunit"
"ENSMUSG00000000266"	0.0961522547480855	0.999980159084512	-0.00727935335500894	0.937886413790699	-0.00146882474181005	0.999681994871666	"Mid2"	"midline 2"
"ENSMUSG00000000275"	-0.31741693499429	0.999980159084512	0.0628907923929507	0.306163668955897	0.0333887233140785	0.999681994871666	"Trim25"	"tripartite motif-containing 25"
"ENSMUSG00000000276"	0.355998378791032	0.999980159084512	-0.00274353650193486	0.97429900982386	-0.0226883771964464	0.999681994871666	"Dgke"	"diacylglycerol kinase, epsilon"
"ENSMUSG00000000278"	-0.0814910159902719	0.999980159084512	0.00285194650348946	0.986411631063282	0.019285558892938	0.999681994871666	"Scpep1"	"serine carboxypeptidase 1"
"ENSMUSG00000000282"	-0.0265964793796221	0.999980159084512	-0.00139634157952909	0.991215665917887	0.00440416786621232	0.999681994871666	"Mnt"	"max binding protein"
"ENSMUSG00000000290"	-1.60032443837321	0.725014757788843	0.043139015335636	0.737955719270772	0.133177041576026	0.148615865904622	"Itgb2"	"integrin beta 2"
"ENSMUSG00000000295"	-0.465536553683399	0.999980159084512	-0.0417032118817423	0.650445879552833	0.0209571697443576	0.999681994871666	"Hddc2"	"HD domain containing 2"
"ENSMUSG00000000296"	-0.547713751710439	0.999980159084512	-0.0146303923415442	0.898166288508907	0.0300897330489985	0.999681994871666	"Tpd52l1"	"tumor protein D52-like 1"
"ENSMUSG00000000301"	-1.16030342553374	0.999980159084512	-0.0193220123919163	0.96148266408666	0.0838293386462417	0.999681994871666	"Pemt"	"phosphatidylethanolamine N-methyltransferase"
"ENSMUSG00000000303"	-0.331818674133814	0.999980159084512	0.00858593605462954	0.986020828164272	0.0503427988504563	0.999681994871666	"Cdh1"	"cadherin 1"
"ENSMUSG00000000305"	0.0985350523037941	0.999980159084512	0.0132225119106533	0.877153958821214	-0.0062173990034987	0.999681994871666	"Cdh4"	"cadherin 4"
"ENSMUSG00000000308"	-0.0894641503324912	0.999980159084512	-0.00772417913088313	0.906180514212843	0.00555932529846492	0.999681994871666	"Ckmt1"	"creatine kinase, mitochondrial 1, ubiquitous"
"ENSMUSG00000000317"	-1.40138831248666	0.999980159084512	-0.0193188366872402	0.952011057502202	0.0859618744429234	0.999681994871666	"Bcl6b"	"B cell CLL/lymphoma 6, member B"
"ENSMUSG00000000320"	-1.3648273254938	0.999980159084512	-0.0844699494028082	0.814270133912164	0.0740785702174788	0.999681994871666	"Alox12"	"arachidonate 12-lipoxygenase"
"ENSMUSG00000000339"	0.309099685733859	0.999980159084512	-0.0069281987603093	0.955320237331377	-0.0173154789166447	0.999681994871666	"Rtca"	"RNA 3'-terminal phosphate cyclase"
"ENSMUSG00000000340"	-0.262270287472466	0.999980159084512	-0.0103478618444756	0.934851902948195	0.00115652199144192	0.999681994871666	"Dbt"	"dihydrolipoamide branched chain transacylase E2"
"ENSMUSG00000000346"	0.128287339949699	0.999980159084512	0.0118466409134178	0.840147960272194	-0.0116380026589992	0.999681994871666	"Dazap2"	"DAZ associated protein 2"
"ENSMUSG00000000355"	0.0245535330217731	0.999980159084512	-0.00888992787607415	0.928970907985787	-0.00326981304403872	0.999681994871666	"Mcts1"	"malignant T cell amplified sequence 1"
"ENSMUSG00000000359"	-1.71055839268838	0.999980159084512	-0.101284494484051	0.8226590378521	0.127333844392188	0.999681994871666	"Rem1"	"rad and gem related GTP binding protein 1"
"ENSMUSG00000000365"	0.148291847162565	0.999980159084512	0.0695375838107261	0.796411617424976	-0.0269861203028562	0.999681994871666	"Rnf17"	"ring finger protein 17"
"ENSMUSG00000000374"	-0.110787299385145	0.999980159084512	0.00411009762615176	0.959129682842725	0.00804567816998805	0.999681994871666	"Trappc10"	"trafficking protein particle complex 10"
"ENSMUSG00000000378"	-0.270780476073805	0.999980159084512	0.0179494236821397	0.765696277648401	0.0137466033269569	0.999681994871666	"Ccm2"	"cerebral cavernous malformation 2"
"ENSMUSG00000000384"	-0.17604118388475	0.999980159084512	-0.0109506028360845	0.912677008233695	0.0137011847881319	0.999681994871666	"Tbrg4"	"transforming growth factor beta regulated gene 4"
"ENSMUSG00000000386"	-5.55135563971843	0.488407574317845	-0.117427311724184	0.78920931609227	0.405375059269126	0.148615865904622	"Mx1"	""
"ENSMUSG00000000392"	1.19380061908457	0.999980159084512	0.0698095615822257	0.59472768137588	-0.0778175105963218	0.999681994871666	"Fap"	"fibroblast activation protein"
"ENSMUSG00000000399"	-0.372121474145433	0.999980159084512	-0.020605768969456	0.577565486739396	0.020316927129972	0.999681994871666	"Ndufa9"	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9"
"ENSMUSG00000000402"	-0.20839323407578	0.999980159084512	0.019071640109271	0.955320237331377	-0.000317707108260624	0.999681994871666	"Egfl6"	"EGF-like-domain, multiple 6"
"ENSMUSG00000000409"	0.547802873201609	0.999980159084512	-0.110146987916741	0.48168114238298	-0.0343994948239145	0.999681994871666	"Lck"	"lymphocyte protein tyrosine kinase"
"ENSMUSG00000000416"	0.293479819760066	0.999980159084512	0.0106822947265309	0.856847183479622	-0.0258738152590708	0.941563613942415	"Cttnbp2"	"cortactin binding protein 2"
"ENSMUSG00000000420"	0.253287268402809	0.999980159084512	0.00442327630320783	0.963330219197947	-0.0164923821673281	0.999681994871666	"Galnt1"	"UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1"
"ENSMUSG00000000439"	0.0310825518074927	0.999980159084512	-0.00550531054227426	0.969229731947327	-0.00505890659999959	0.999681994871666	"Mkrn2"	"makorin, ring finger protein, 2"
"ENSMUSG00000000440"	0.0372567471972714	0.999980159084512	0.0171398209412017	0.955320237331377	0.0135486870221689	0.999681994871666	"Pparg"	"peroxisome proliferator activated receptor gamma"
"ENSMUSG00000000441"	0.0784364316982901	0.999980159084512	-0.00286259263362367	0.973509233408836	-0.0103576654171278	0.999681994871666	"Raf1"	"v-raf-leukemia viral oncogene 1"
"ENSMUSG00000000486"	-1.80523000570659	0.999980159084512	-0.00478948738696816	0.993273940655442	0.114148704017187	0.999681994871666	"Sept1"	"septin 1"
"ENSMUSG00000000489"	-0.241426319734727	0.999980159084512	0.00215990102741912	0.989621572343553	0.0240654501707916	0.999681994871666	"Pdgfb"	"platelet derived growth factor, B polypeptide"
"ENSMUSG00000000530"	-1.15228552845678	0.593158620271685	-0.0198923355507022	0.863349311348057	0.0800546983256938	0.340578995163944	"Acvrl1"	"activin A receptor, type II-like 1"
"ENSMUSG00000000531"	0.103226788021552	0.999980159084512	0.0199456255580183	0.816845016748136	-0.011193424244019	0.999681994871666	"Grasp"	"GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein"
"ENSMUSG00000000532"	0.0398151384857897	0.999980159084512	-0.00985192346938613	0.87179839422582	-0.00185618013062465	0.999681994871666	"Acvr1b"	"activin A receptor, type 1B"
"ENSMUSG00000000538"	-0.184630350002979	0.999980159084512	0.00146646223773931	0.986411631063282	0.00958103305446364	0.999681994871666	"Tom1l2"	"target of myb1-like 2 (chicken)"
"ENSMUSG00000000552"	-0.358840706589718	0.999980159084512	0.00341869174023616	0.970589259593381	0.021643892118628	0.999681994871666	"Zfp385a"	"zinc finger protein 385A"
"ENSMUSG00000000555"	0.655883090237535	0.999980159084512	0.0310495343609601	0.823048413968645	-0.0411969419075477	0.999681994871666	"Itga5"	"integrin alpha 5 (fibronectin receptor alpha)"
"ENSMUSG00000000560"	0.339779721751923	0.999980159084512	-0.0104673125284074	0.900804807822139	-0.0183436118623809	0.999681994871666	"Gabra2"	"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2"
"ENSMUSG00000000561"	0.162769448358131	0.999980159084512	-0.0227886909776784	0.553614012924251	-0.010655445741232	0.999681994871666	"Wdr77"	"WD repeat domain 77"
"ENSMUSG00000000562"	-1.22432370679542	0.999980159084512	-0.00344513258719122	0.994277494905624	0.119772866783677	0.999681994871666	"Adora3"	"transmembrane and immunoglobulin domain containing 3"
"ENSMUSG00000000563"	0.0750282528310944	0.999980159084512	0.00031370306395399	0.995993718597778	-0.0047201026522994	0.999681994871666	"Atp5f1"	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit B1"
"ENSMUSG00000000567"	-0.189000568773539	0.999980159084512	0.0428908641321685	0.249857758923087	0.0113403013788134	0.999681994871666	"Sox9"	"SRY (sex determining region Y)-box 9"
"ENSMUSG00000000568"	0.26702533593196	0.999980159084512	-0.00327407856050909	0.970589259593381	-0.0154334702934104	0.999681994871666	"Hnrnpd"	"heterogeneous nuclear ribonucleoprotein D"
"ENSMUSG00000000581"	0.121490511353699	0.999980159084512	-0.0134571304108196	0.860555763761725	-0.00527929638413628	0.999681994871666	"C1d"	"C1D nuclear receptor co-repressor"
"ENSMUSG00000000594"	-0.560061547421415	0.927808251122709	-0.0218972811133528	0.593811344342628	0.0369701183898194	0.739860616270748	"Gm2a"	"GM2 ganglioside activator protein"
"ENSMUSG00000000600"	0.196373227784576	0.999980159084512	0.020685077859872	0.648635862894226	-0.0152272688646751	0.999681994871666	"Krit1"	"KRIT1, ankyrin repeat containing"
"ENSMUSG00000000605"	0.187058921563527	0.999980159084512	0.00913074229891199	0.87928092805181	-0.0119805577570995	0.999681994871666	"Clcn4-2"	"chloride channel 4-2"
"ENSMUSG00000000627"	-0.178690427539696	0.999980159084512	-0.00480456663861912	0.959129682842725	0.0100263407694828	0.999681994871666	"Sema4f"	"sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain"
"ENSMUSG00000000628"	-1.05051024423947	0.999980159084512	-0.00839470201456909	0.977078429912435	0.0918298797962203	0.897004297767372	"Hk2"	"hexokinase 2"
"ENSMUSG00000000631"	-0.266207059348985	0.999980159084512	0.0099015220209035	0.865539351890096	0.0186214665424911	0.999681994871666	"Myo18a"	"myosin XVIIIA"
"ENSMUSG00000000632"	-0.129789526536586	0.999980159084512	-0.0187311699763745	0.577565486739396	0.010385112049225	0.999681994871666	"Sez6"	"seizure related gene 6"
"ENSMUSG00000000682"	-4.66251533392161	0.296915131713568	-0.0183749133970967	0.971727850808744	0.332306203041823	0.0735604323180952	"Cd52"	"CD52 antigen"
"ENSMUSG00000000686"	0.355181257324135	0.999980159084512	-0.0311945184058459	0.965034189624202	-0.0421000316668753	0.999681994871666	"Abhd15"	"abhydrolase domain containing 15"
"ENSMUSG00000000693"	-0.741958212481793	0.999980159084512	0.029105922004071	0.884738283452857	0.0294748777572951	0.999681994871666	"Loxl3"	"lysyl oxidase-like 3"
"ENSMUSG00000000708"	-0.00575329806461692	0.999980159084512	0.0301159889687247	0.532779254673883	0.00292269786748631	0.999681994871666	"Kat2b"	"K(lysine) acetyltransferase 2B"
"ENSMUSG00000000711"	0.130558924600719	0.999980159084512	0.0136202716993768	0.824378679172374	-0.0108810469028172	0.999681994871666	"Rab5b"	"RAB5B, member RAS oncogene family"
"ENSMUSG00000000732"	-0.0644535358640034	0.999980159084512	0.0157998477967956	0.933284008112136	0.00354006606528881	0.999681994871666	"Icosl"	"icos ligand"
"ENSMUSG00000000738"	-0.23027832940499	0.999980159084512	-0.0130630406492369	0.847958978721139	0.0151906679566494	0.999681994871666	"Spg7"	"spastic paraplegia 7 homolog (human)"
"ENSMUSG00000000740"	0.348111829168141	0.999980159084512	0.000609973087164467	0.996912221070671	-0.0288806741989945	0.999681994871666	"Rpl13"	"ribosomal protein L13"
"ENSMUSG00000000743"	-0.0775156905138694	0.999980159084512	0.0042643680001758	0.961342782777387	0.000636974992971021	0.999681994871666	"Chmp1a"	"charged multivesicular body protein 1A"
"ENSMUSG00000000751"	-0.0846500320858893	0.999980159084512	-0.00473575427102683	0.959445378724192	0.00949203755803263	0.999681994871666	"Rpa1"	"replication protein A1"
"ENSMUSG00000000753"	-0.599280035985398	0.999980159084512	-0.0132853043455932	0.946729450105959	0.055913335476602	0.998439707056997	"Serpinf1"	"serine (or cysteine) peptidase inhibitor, clade F, member 1"
"ENSMUSG00000000759"	-0.0262907399627717	0.999980159084512	-0.0160890418232459	0.784830804165733	0.00200336066854661	0.999681994871666	"Tubgcp3"	"tubulin, gamma complex associated protein 3"
"ENSMUSG00000000766"	-0.641999306814547	0.999980159084512	-0.040624806174003	0.845760201281394	0.0525765933687965	0.999681994871666	"Oprm1"	"opioid receptor, mu 1"
"ENSMUSG00000000776"	0.131859605245143	0.999980159084512	0.00844137251930765	0.955320237331377	-0.0104555496664783	0.999681994871666	"Polr3d"	"polymerase (RNA) III (DNA directed) polypeptide D"
"ENSMUSG00000000782"	-0.235686905297277	0.999980159084512	0.009471476477125	0.970589259593381	0.00593922480811354	0.999681994871666	"Tcf7"	"transcription factor 7, T cell specific"
"ENSMUSG00000000787"	-0.0356865040899317	0.999980159084512	-0.00880944224655618	0.881249403371852	0.00413839112490908	0.999681994871666	"Ddx3x"	"DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked"
"ENSMUSG00000000791"	-1.13004338296226	0.999980159084512	-0.0791636858054141	0.863349311348057	0.0877013803572018	0.999681994871666	"Il12rb1"	"interleukin 12 receptor, beta 1"
"ENSMUSG00000000792"	-0.350633457338523	0.999980159084512	0.00896456561339281	0.948220957902266	0.0254908354966356	0.999681994871666	"Slc5a5"	"solute carrier family 5 (sodium iodide symporter), member 5"
"ENSMUSG00000000794"	0.0782998602093785	0.999980159084512	0.0128970374064853	0.898849152734543	-0.00539509168693936	0.999681994871666	"Kcnn3"	"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3"
"ENSMUSG00000000804"	0.110766989385483	0.999980159084512	0.0214645876650056	0.476144311153299	-0.0106575864080093	0.999681994871666	"Usp32"	"ubiquitin specific peptidase 32"
"ENSMUSG00000000805"	0.0410611269992662	0.999980159084512	-0.0248275900693256	0.714761053128503	-0.00493154378742212	0.999681994871666	"Car4"	"carbonic anhydrase 4"
"ENSMUSG00000000811"	1.75222250609961	0.575596150389938	-0.0124853607083451	0.956142210289851	-0.110679010097055	0.488902141469754	"Txnrd3"	"thioredoxin reductase 3"
"ENSMUSG00000000823"	0.0942617753060496	0.999980159084512	-0.025532179556328	0.421067674469554	-0.000470201247854322	0.999681994871666	"Znf512b"	"zinc finger protein 512B"
"ENSMUSG00000000826"	0.0122451507735967	0.999980159084512	0.00202091995217144	0.980449995423961	-0.00259264090156933	0.999681994871666	"Dnajc5"	"DnaJ (Hsp40) homolog, subfamily C, member 5"
"ENSMUSG00000000827"	-0.0281881001027438	0.999980159084512	0.00221610625688386	0.983717048606543	-2.09526947461235e-05	0.999714273920573	"Tpd52l2"	"tumor protein D52-like 2"
"ENSMUSG00000000838"	0.248098940594306	0.999980159084512	-0.00199279164360485	0.983582776434249	-0.0163977588927251	0.999681994871666	"Fmr1"	"fragile X mental retardation syndrome 1"
"ENSMUSG00000000861"	0.432335284448607	0.999980159084512	0.00676848561543669	0.936803094614851	-0.0249489680491389	0.999681994871666	"Bcl11a"	"B cell CLL/lymphoma 11A (zinc finger protein)"
"ENSMUSG00000000869"	1.55309064180705	0.693647216166981	0.0582056301512939	0.502289501742245	-0.103080014150841	0.488095792892642	"Il4"	"interleukin 4"
"ENSMUSG00000000876"	0.316102227648096	0.999980159084512	-0.0020593475711411	0.991839274333922	-0.0196496745607867	0.999681994871666	"Pxmp4"	"peroxisomal membrane protein 4"
"ENSMUSG00000000881"	0.0304359597150318	0.999980159084512	-0.0113505099834689	0.835009693324122	-0.00255555640239667	0.999681994871666	"Dlg3"	"discs, large homolog 3 (Drosophila)"
"ENSMUSG00000000884"	0.658522927281583	0.999980159084512	-0.0287843572543019	0.89903044941656	-0.0329442587850515	0.999681994871666	"Gnb1l"	"guanine nucleotide binding protein (G protein), beta polypeptide 1-like"
"ENSMUSG00000000901"	-1.0582039184882	0.999980159084512	-0.0283360949525604	0.936572394579211	0.0704228888210418	0.999681994871666	"Mmp11"	"matrix metallopeptidase 11"
"ENSMUSG00000000902"	-0.161612848321837	0.999980159084512	-0.011305406102893	0.873162847662271	0.0116249979721358	0.999681994871666	"Smarcb1"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"
"ENSMUSG00000000915"	-0.122047199478805	0.999980159084512	-0.00659161983653927	0.936736338828617	0.00519702886142175	0.999681994871666	"Hip1r"	"huntingtin interacting protein 1 related"
"ENSMUSG00000000916"	0.565510769490779	0.999980159084512	0.0142012498950689	0.931264309098753	-0.0423192023670414	0.999681994871666	"Nsun5"	"NOL1/NOP2/Sun domain family, member 5"
"ENSMUSG00000000934"	-0.703510861667205	0.999980159084512	-0.0455317932840254	0.499543507420148	0.0573769728464654	0.903958542815069	"Top1mt"	"DNA topoisomerase 1, mitochondrial"
"ENSMUSG00000000948"	0.0181968501010012	0.999980159084512	0.0021218662526833	0.977200920708668	-0.00223680728020676	0.999681994871666	"Gm38393"	""
"ENSMUSG00000000957"	-1.16236938652518	0.853120282013638	0.0204004880809563	0.880516624815698	0.0668741619248284	0.836649740864658	"Mmp14"	"matrix metallopeptidase 14 (membrane-inserted)"
"ENSMUSG00000000958"	-0.653642956412069	0.999980159084512	-0.004340069607515	0.992425404020506	0.0669042364165724	0.999681994871666	"Slc7a7"	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 7"
"ENSMUSG00000000959"	-0.023095928746467	0.999980159084512	0.00292599886575063	0.980774633849295	-0.00192722699360804	0.999681994871666	"Oxa1l"	"oxidase assembly 1-like"
"ENSMUSG00000000976"	-0.0945869863987238	0.999980159084512	0.00303719664702092	0.982338950983181	0.0105603446887628	0.999681994871666	"Heatr6"	"HEAT repeat containing 6"
"ENSMUSG00000000982"	1.54029158364638	0.999980159084512	0.303564294075411	0.422323201368528	-0.00227039783919144	0.999681994871666	"Ccl3"	"chemokine (C-C motif) ligand 3"
"ENSMUSG00000001016"	0.127912526738882	0.999980159084512	-0.00559429516477781	0.950854422788797	-0.0082974846265373	0.999681994871666	"Ilf2"	"interleukin enhancer binding factor 2"
"ENSMUSG00000001017"	0.423004171794718	0.999980159084512	0.0110410052118294	0.857307957528668	-0.0280417860657468	0.91113803930603	"Chtop"	"chromatin target of PRMT1"
"ENSMUSG00000001018"	0.166343563466002	0.999980159084512	-0.00359785295869779	0.972421150184895	-0.00919455877406857	0.999681994871666	"Snapin"	"SNAP-associated protein"
"ENSMUSG00000001020"	-0.0534977666332318	0.999980159084512	0.1535030011557	0.296979425031942	0.0136665479428742	0.999681994871666	"S100a4"	"S100 calcium binding protein A4"
"ENSMUSG00000001025"	-1.15428520359172	0.901419306670148	0.0291372948849304	0.804014416177035	0.0857918102468967	0.502412077368304	"S100a6"	"S100 calcium binding protein A6 (calcyclin)"
"ENSMUSG00000001029"	0.226898620018736	0.999980159084512	0.102263354943227	0.379815013012933	-0.0104738220810331	0.999681994871666	"Icam2"	"intercellular adhesion molecule 2"
"ENSMUSG00000001034"	-0.10144779955844	0.999980159084512	-0.010783710991154	0.925456348657921	0.00251238206875736	0.999681994871666	"Mapk7"	"mitogen-activated protein kinase 7"
"ENSMUSG00000001036"	-0.0329127942104382	0.999980159084512	0.0147426802225826	0.753888955174489	-0.00113397931233771	0.999681994871666	"Epn2"	"epsin 2"
"ENSMUSG00000001039"	0.150923987500038	0.999980159084512	-0.0215509337495972	0.877294306967563	-0.0131673241965551	0.999681994871666	"B9d1"	"B9 protein domain 1"
"ENSMUSG00000001052"	0.239585333204144	0.999980159084512	0.00777422858278369	0.922257039162708	-0.00948004196572485	0.999681994871666	"Sec24b"	"Sec24 related gene family, member B (S. cerevisiae)"
"ENSMUSG00000001053"	0.0963928602669761	0.999980159084512	0.0218390305436687	0.859453921588874	-0.00513691888859061	0.999681994871666	"N4bp3"	"NEDD4 binding protein 3"
"ENSMUSG00000001054"	0.176029813779794	0.999980159084512	0.0108631237393815	0.89069560484007	-0.0133655005387946	0.999681994871666	"Rmnd5b"	"required for meiotic nuclear division 5 homolog B (S. cerevisiae)"
"ENSMUSG00000001056"	0.25924380209395	0.999980159084512	-0.000288355714574951	0.998008944928548	-0.0157596260562923	0.999681994871666	"Nhp2"	"NHP2 ribonucleoprotein"
"ENSMUSG00000001062"	-0.0573785515301791	0.999980159084512	0.00132882609554378	0.991207469475272	-0.00124989597554993	0.999681994871666	"Vps9d1"	"VPS9 domain containing 1"
"ENSMUSG00000001065"	0.116857309566845	0.999980159084512	0.0105581441354113	0.931451658901874	-0.0134587635743771	0.999681994871666	"Zfp276"	"zinc finger protein (C2H2 type) 276"
"ENSMUSG00000001082"	-0.553248389937661	0.999980159084512	-0.0366964446086154	0.52273162267564	0.0417892301125859	0.976012389490785	"Mfsd10"	"major facilitator superfamily domain containing 10"
"ENSMUSG00000001089"	-0.00451845262511179	0.999980159084512	0.0310210448297313	0.15705371560858	-0.00660651326809256	0.999681994871666	"Luzp1"	"leucine zipper protein 1"
"ENSMUSG00000001098"	-0.293131512681438	0.999980159084512	0.0154479777258588	0.861343457545515	0.021588923697172	0.999681994871666	"Kctd10"	"potassium channel tetramerisation domain containing 10"
"ENSMUSG00000001100"	0.110230478524701	0.999980159084512	-0.00785935349192254	0.920910651864867	-0.0102660660605815	0.999681994871666	"Poldip2"	"polymerase (DNA-directed), delta interacting protein 2"
"ENSMUSG00000001103"	0.855788556334723	0.999980159084512	0.0845805206145515	0.592172490819005	-0.0463896429293516	0.999681994871666	"Sebox"	"SEBOX homeobox"
"ENSMUSG00000001105"	-0.215014030484903	0.999980159084512	-0.0192114101081883	0.743548232663068	0.0173991646038352	0.999681994871666	"Ift20"	"intraflagellar transport 20"
