"Genes"	"Main-effect Genotype (logFC)"	"Main-effect Gentyope (FDR)"	"Main-effect Age (logFC)"	"Main-effect Age (FDR)"	"Linear Effect (logFC)"	"Linear Effect (FDR)"	"Gene Symbol"	"Gene Description"
"ENSMUSG00000000142"	-0.102004658884691	0.999330785913715	-0.0124764485922169	0.755213273737119	0.00555221543758441	0.976697077492358	"Axin2"	"axin2"
"ENSMUSG00000000148"	-0.19305482875755	0.999330785913715	-0.0036695403547646	0.964982645331866	0.0091699307633192	0.951511553660222	"Brat1"	"BRCA1-associated ATM activator 1"
"ENSMUSG00000000149"	-0.155935339830413	0.999330785913715	-0.00262509110080065	0.964639511887341	0.00412336965990339	0.976322428243806	"Gna12"	"guanine nucleotide binding protein, alpha 12"
"ENSMUSG00000000154"	-0.823191229888582	0.999330785913715	0.125739499507699	0.0216477951207343	0.0554338267754919	0.904388172232917	"Slc22a18"	"solute carrier family 22 (organic cation transporter), member 18"
"ENSMUSG00000000167"	0.49104115945908	0.999330785913715	0.0053541414096578	0.983182340171319	-0.0264865456527816	0.947817458272184	"Pih1d2"	"PIH1 domain containing 2"
"ENSMUSG00000000168"	0.106212934330013	0.999330785913715	0.00303847922790256	0.952421912461785	-0.00870553311860655	0.917195415811769	"Dlat"	"dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex)"
"ENSMUSG00000000171"	0.111219251604788	0.999330785913715	-0.00225747174168346	0.97591613196515	-0.00839770428898109	0.929940283786469	"Sdhd"	"succinate dehydrogenase complex, subunit D, integral membrane protein"
"ENSMUSG00000000182"	0.40743559290405	0.999330785913715	0.128554490459091	0.339468698912433	0.0168287998632648	0.991218723931752	"Fgf23"	"fibroblast growth factor 23"
"ENSMUSG00000000184"	-0.171797134225966	0.999330785913715	-0.0454915031708903	1.10624473035054e-08	0.00365995911301659	0.979626193768424	"Ccnd2"	"cyclin D2"
"ENSMUSG00000000194"	-0.0466426517807717	0.999330785913715	0.00538729700074674	0.899055207785742	0.000877385931736925	0.999092697155964	"Gpr107"	"G protein-coupled receptor 107"
"ENSMUSG00000000197"	0.247077433909552	0.999330785913715	-0.0051480868432639	0.886396106997475	-0.0170429607139439	0.643285577448417	"Nalcn"	"sodium leak channel, non-selective"
"ENSMUSG00000000202"	-0.0983791073803076	0.999330785913715	-0.00338258929977242	0.981010153797008	-0.00619327869470675	0.981796939436411	"Btbd17"	"BTB (POZ) domain containing 17"
"ENSMUSG00000000214"	0.766688820696599	0.876924242756604	7.63706933428575e-05	0.998899066618108	-0.0455251785361281	0.413647036603701	"Th"	"tyrosine hydroxylase"
"ENSMUSG00000000223"	0.0687593774385173	0.999330785913715	-0.0116542447950261	0.519657519956784	-0.00310065001601078	0.981796939436411	"Drp2"	"dystrophin related protein 2"
"ENSMUSG00000000247"	-0.397733312005076	0.999330785913715	-0.0134639888889265	0.587919522267172	0.00997094347340952	0.930515269293537	"Lhx2"	"LIM homeobox protein 2"
"ENSMUSG00000000253"	-0.0167093043730118	0.999330785913715	0.0040067850780836	0.949690305384721	9.58317936844215e-05	0.99946203632594	"Gmpr"	"guanosine monophosphate reductase"
"ENSMUSG00000000263"	0.73850151593838	0.999330785913715	0.0316463673969691	0.699171214999719	-0.0547830529123297	0.755673531620224	"Glra1"	"glycine receptor, alpha 1 subunit"
"ENSMUSG00000000266"	0.343678367869819	0.999330785913715	0.00901297973595673	0.773235787100608	-0.0192131552448187	0.702765967873119	"Mid2"	"midline 2"
"ENSMUSG00000000275"	0.00406329893058072	0.999330785913715	0.0484078067466298	0.0250303463535913	0.0112593013362912	0.966542594080737	"Trim25"	"tripartite motif-containing 25"
"ENSMUSG00000000276"	0.212337057240961	0.999330785913715	0.00625763487800874	0.851217721112618	-0.0124379058985905	0.838237928567129	"Dgke"	"diacylglycerol kinase, epsilon"
"ENSMUSG00000000278"	-0.0181646989721221	0.999330785913715	0.00851829758088767	0.90309088220108	0.0147471472503277	0.919493366795725	"Scpep1"	"serine carboxypeptidase 1"
"ENSMUSG00000000282"	0.026437971198055	0.999330785913715	0.00218747792426547	0.980053566932223	0.000654559113215343	0.999131243328184	"Mnt"	"max binding protein"
"ENSMUSG00000000290"	-0.724056376605203	0.999330785913715	0.0482212431567872	0.0842477241643662	0.0735029912949551	0.104041178331583	"Itgb2"	"integrin beta 2"
"ENSMUSG00000000295"	-0.371205476910249	0.999330785913715	-0.00304436436371951	0.98226908709786	0.0137373805441329	0.955868481004924	"Hddc2"	"HD domain containing 2"
"ENSMUSG00000000296"	-0.143817550900619	0.999330785913715	0.00300521154668164	0.978756214198576	0.0013374549699777	0.99908944860437	"Tpd52l1"	"tumor protein D52-like 1"
"ENSMUSG00000000301"	0.207472726245964	0.999330785913715	0.0256346718152054	0.869482606477076	-0.0125739501055032	0.983480621370891	"Pemt"	"phosphatidylethanolamine N-methyltransferase"
"ENSMUSG00000000303"	0.945083210770074	0.999330785913715	0.0903994927774901	0.0220081709343606	-0.0401403089075519	0.896080956805229	"Cdh1"	"cadherin 1"
"ENSMUSG00000000305"	0.00344756847218903	0.999330785913715	0.00293851337535357	0.97472643218018	0.000617118669777986	0.999131243328184	"Cdh4"	"cadherin 4"
"ENSMUSG00000000308"	0.119226236037204	0.999330785913715	-0.00609597922804568	0.844890770515968	-0.00928074284037638	0.898710921724699	"Ckmt1"	"creatine kinase, mitochondrial 1, ubiquitous"
"ENSMUSG00000000317"	-0.0835476968799226	0.999330785913715	-0.0289461896077792	0.773209628699496	-0.00540515586834201	0.994910981432613	"Bcl6b"	"B cell CLL/lymphoma 6, member B"
"ENSMUSG00000000320"	-0.777192266614228	0.999330785913715	-0.0224706252392828	0.938820500279951	0.0309552729932035	0.969393750240788	"Alox12"	"arachidonate 12-lipoxygenase"
"ENSMUSG00000000339"	-0.00875580808444204	0.999330785913715	0.0167486377133104	0.527205766002793	0.00520490488709679	0.976697077492358	"Rtca"	"RNA 3'-terminal phosphate cyclase"
"ENSMUSG00000000340"	-0.51326476194027	0.999330785913715	-0.0164103246737598	0.622269194902177	0.0190140793634485	0.851451238010571	"Dbt"	"dihydrolipoamide branched chain transacylase E2"
"ENSMUSG00000000346"	-0.114031578574036	0.999330785913715	0.00956338856235492	0.668259162698641	0.00563994111110401	0.958067801587277	"Dazap2"	"DAZ associated protein 2"
"ENSMUSG00000000355"	0.0637158102268826	0.999330785913715	-0.00431026452043075	0.94471109769677	-0.00607256630362761	0.970750735937312	"Mcts1"	"malignant T cell amplified sequence 1"
"ENSMUSG00000000359"	0.384018767226969	0.999330785913715	-0.0190263397744546	0.964982645331866	-0.0235692373351287	0.981796939436411	"Rem1"	"rad and gem related GTP binding protein 1"
"ENSMUSG00000000365"	0.606110751577897	0.999330785913715	0.0378278749251108	0.770837603678569	-0.0587496717098532	0.863566716307687	"Rnf17"	"ring finger protein 17"
"ENSMUSG00000000374"	-0.0516509229865157	0.999330785913715	0.00597775265951945	0.857132877791465	0.00382768585245888	0.976322428243806	"Trappc10"	"trafficking protein particle complex 10"
"ENSMUSG00000000378"	-0.0840470393895627	0.999330785913715	0.000742569845757589	0.992556856236819	0.000810015714501845	0.999131243328184	"Ccm2"	"cerebral cavernous malformation 2"
"ENSMUSG00000000384"	-0.00440638932925077	0.999330785913715	0.00123048466888998	0.987134729529977	0.00146323360634016	0.996844767364952	"Tbrg4"	"transforming growth factor beta regulated gene 4"
"ENSMUSG00000000386"	-0.474328058989527	0.999330785913715	0.0769144187987809	0.532159531806626	0.0537873965979186	0.926758855771025	"Mx1"	""
"ENSMUSG00000000392"	0.39545343692194	0.999330785913715	0.0271736045041389	0.764541460626924	-0.0215564606288396	0.951548007394469	"Fap"	"fibroblast activation protein"
"ENSMUSG00000000399"	-0.117899369270105	0.999330785913715	-0.00770735346373371	0.781612680048968	0.00213613476406289	0.989397802208164	"Ndufa9"	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9"
"ENSMUSG00000000402"	0.0396737222253909	0.999330785913715	-0.0272201091205632	0.820858430539214	-0.0172691094600107	0.976322428243806	"Egfl6"	"EGF-like-domain, multiple 6"
"ENSMUSG00000000409"	-0.223231349969523	0.999330785913715	-0.0303428524967783	0.823914692839852	0.0208576127726615	0.970750735937312	"Lck"	"lymphocyte protein tyrosine kinase"
"ENSMUSG00000000416"	0.0015711658599658	0.999330785913715	-0.0207118691427479	0.0403308863090228	-0.00514100960458362	0.966542594080737	"Cttnbp2"	"cortactin binding protein 2"
"ENSMUSG00000000420"	0.193877025419367	0.999330785913715	0.0142286564783267	0.424592002725819	-0.0123135996082678	0.868967481411594	"Galnt1"	"UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1"
"ENSMUSG00000000439"	0.0369604842402394	0.999330785913715	0.00397126420413404	0.963733121529958	-0.00561296542032509	0.976322428243806	"Mkrn2"	"makorin, ring finger protein, 2"
"ENSMUSG00000000440"	0.44912884106031	0.999330785913715	0.0113127649942468	0.945773060448735	-0.0153390466904389	0.971765906600515	"Pparg"	"peroxisome proliferator activated receptor gamma"
"ENSMUSG00000000441"	-0.146143882257212	0.999330785913715	-0.00328022880462317	0.947523722062437	0.0056553179533623	0.960714577805457	"Raf1"	"v-raf-leukemia viral oncogene 1"
"ENSMUSG00000000486"	-0.590428501978653	0.999330785913715	0.0144824122232647	0.969393240407064	0.0300096536807776	0.969911030557874	"Sept1"	"septin 1"
"ENSMUSG00000000489"	0.0759483269313238	0.999330785913715	0.0002878389982437	0.99692299528108	0.00179014708590705	0.996626525982045	"Pdgfb"	"platelet derived growth factor, B polypeptide"
"ENSMUSG00000000530"	-0.0654111259798903	0.999330785913715	0.0233377699413979	0.389204755697275	0.00285122258978898	0.993035731424201	"Acvrl1"	"activin A receptor, type II-like 1"
"ENSMUSG00000000531"	-0.0818734001451971	0.999330785913715	0.000179813474168344	0.997991037600996	0.00210058450570248	0.99573145449281	"Grasp"	"GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein"
"ENSMUSG00000000532"	-0.0100137696718161	0.999330785913715	-0.00363098340157338	0.937269939514384	0.00167722930773301	0.991102939467177	"Acvr1b"	"activin A receptor, type 1B"
"ENSMUSG00000000538"	-0.0104258338349743	0.999330785913715	-0.000605197149152148	0.991121850194445	-0.00279698037519005	0.981140181631664	"Tom1l2"	"target of myb1-like 2 (chicken)"
"ENSMUSG00000000552"	-0.288075245714365	0.999330785913715	-0.000344768534588466	0.995587429049936	0.0166688002054119	0.744436841554532	"Zfp385a"	"zinc finger protein 385A"
"ENSMUSG00000000555"	-0.126112926039346	0.999330785913715	-0.00564850429461376	0.972206085771011	0.0143926564445906	0.956930582285507	"Itga5"	"integrin alpha 5 (fibronectin receptor alpha)"
"ENSMUSG00000000560"	1.01547508119192	0.000594558350032238	0.00460514121035179	0.934701973149594	-0.0665442444654949	3.57988043265262e-06	"Gabra2"	"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2"
"ENSMUSG00000000561"	0.0106760560442523	0.999330785913715	-0.0121019683572052	0.550417594275364	0.00017969458852904	0.999131243328184	"Wdr77"	"WD repeat domain 77"
"ENSMUSG00000000562"	-0.00415798862189381	0.999398474212966	0.00183497149366966	0.995587429049936	0.0355269050662206	0.94963910623562	"Adora3"	"transmembrane and immunoglobulin domain containing 3"
"ENSMUSG00000000563"	0.170289494020619	0.999330785913715	0.00186343438418013	0.978756214198576	-0.0115036874477599	0.857878964758788	"Atp5f1"	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit B1"
"ENSMUSG00000000567"	-0.0605428191386302	0.999330785913715	0.0231278598446964	0.222217202937079	0.00269726766439594	0.99003992893761	"Sox9"	"SRY (sex determining region Y)-box 9"
"ENSMUSG00000000568"	0.221982994627817	0.999330785913715	-0.000266352933639638	0.995587429049936	-0.0122285940767343	0.847201474009693	"Hnrnpd"	"heterogeneous nuclear ribonucleoprotein D"
"ENSMUSG00000000581"	0.181864981527777	0.999330785913715	-5.57617892021056e-05	0.998505176525839	-0.00965680571558543	0.926758855771025	"C1d"	"C1D nuclear receptor co-repressor"
"ENSMUSG00000000594"	-0.421951159749489	0.859036993577747	-0.00182732291707149	0.980927518357451	0.026922611015275	0.303678807399195	"Gm2a"	"GM2 ganglioside activator protein"
"ENSMUSG00000000600"	0.167206127715737	0.999330785913715	-0.00819642400845738	0.805560324472701	-0.013018247900212	0.861536333047649	"Krit1"	"KRIT1, ankyrin repeat containing"
"ENSMUSG00000000605"	0.240287202787219	0.999330785913715	0.00507349905456202	0.886396106997475	-0.0157623330263767	0.678541271641001	"Clcn4-2"	"chloride channel 4-2"
"ENSMUSG00000000627"	0.0255026302481623	0.999330785913715	-0.00742281187377056	0.838192615930681	-0.00441149894609578	0.976322428243806	"Sema4f"	"sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain"
"ENSMUSG00000000628"	-0.175929997488193	0.999330785913715	0.0179282566555959	0.860328328377486	0.0302797092641164	0.888372200156548	"Hk2"	"hexokinase 2"
"ENSMUSG00000000631"	-0.040388703306462	0.999330785913715	0.00896723720781721	0.668259162698641	0.00259273526679462	0.983480621370891	"Myo18a"	"myosin XVIIIA"
"ENSMUSG00000000632"	-0.00159698138454703	0.999330785913715	-0.00903902036454354	0.657350303763942	0.0011893841043316	0.99573145449281	"Sez6"	"seizure related gene 6"
"ENSMUSG00000000682"	-1.40554900547359	0.999330785913715	0.0894956660093941	0.11944678356061	0.111674752846645	0.396413228346902	"Cd52"	"CD52 antigen"
"ENSMUSG00000000686"	-0.364382912398838	0.999330785913715	0.089940234854838	0.380730412243067	0.00754362228803687	0.996844767364952	"Abhd15"	"abhydrolase domain containing 15"
"ENSMUSG00000000693"	-0.932950472986861	0.999330785913715	0.011501904107404	0.933647596367176	0.0431956645337142	0.781788045101941	"Loxl3"	"lysyl oxidase-like 3"
"ENSMUSG00000000708"	-0.0767248551065754	0.999330785913715	0.0246384932143721	0.117581542548071	0.00797737443608829	0.956930582285507	"Kat2b"	"K(lysine) acetyltransferase 2B"
"ENSMUSG00000000711"	0.052574508821448	0.999330785913715	0.0058293354471502	0.886396106997475	-0.00529151381689213	0.968673026232929	"Rab5b"	"RAB5B, member RAS oncogene family"
"ENSMUSG00000000732"	-0.0378052230447897	0.999330785913715	0.0483561112467339	0.028599412232708	0.00123979541367603	0.999131243328184	"Icosl"	"icos ligand"
"ENSMUSG00000000738"	-0.124086240602753	0.999330785913715	-0.00195778590755264	0.980927518357451	0.00756472412997761	0.941055918876114	"Spg7"	"spastic paraplegia 7 homolog (human)"
"ENSMUSG00000000740"	-0.0410281306668466	0.999330785913715	0.0012375239641158	0.993832778641172	-0.00120250965752179	0.999131243328184	"Rpl13"	"ribosomal protein L13"
"ENSMUSG00000000743"	-0.0543676910247355	0.999330785913715	-0.00158661554620799	0.981010153797008	-0.000961934309403932	0.997910607690274	"Chmp1a"	"charged multivesicular body protein 1A"
"ENSMUSG00000000751"	0.0882685933678828	0.999330785913715	0.00680065947447891	0.857132877791465	-0.00286563844860888	0.984718073286487	"Rpa1"	"replication protein A1"
"ENSMUSG00000000753"	0.164204271738593	0.999330785913715	0.0192358685054556	0.732154319330736	0.0015938321824212	0.999131243328184	"Serpinf1"	"serine (or cysteine) peptidase inhibitor, clade F, member 1"
"ENSMUSG00000000759"	-0.0370240296658533	0.999330785913715	-0.00701688871897431	0.85151273344334	0.00271336342629251	0.985588330571477	"Tubgcp3"	"tubulin, gamma complex associated protein 3"
"ENSMUSG00000000766"	0.0829491712162489	0.999330785913715	-0.0056228954083405	0.980927518357451	0.000598635280084638	0.999131243328184	"Oprm1"	"opioid receptor, mu 1"
"ENSMUSG00000000776"	-0.00159106815853777	0.999330785913715	-0.00998167307715681	0.886396106997475	-0.000830412378653632	0.999131243328184	"Polr3d"	"polymerase (RNA) III (DNA directed) polypeptide D"
"ENSMUSG00000000782"	-0.268155383206915	0.999330785913715	-0.00553920854463169	0.97602777526619	0.00844764641019023	0.981796939436411	"Tcf7"	"transcription factor 7, T cell specific"
"ENSMUSG00000000787"	0.0902347927617267	0.999330785913715	0.0115716852831808	0.423392626747049	-0.00494470294676312	0.960714577805457	"Ddx3x"	"DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked"
"ENSMUSG00000000791"	-0.781059937535365	0.999330785913715	0.0637069714348076	0.599340608559085	0.057902856285947	0.900995643084994	"Il12rb1"	"interleukin 12 receptor, beta 1"
"ENSMUSG00000000792"	-0.0833628358524507	0.999330785913715	0.0146287907954184	0.686553987081961	0.00659270628393967	0.976322428243806	"Slc5a5"	"solute carrier family 5 (sodium iodide symporter), member 5"
"ENSMUSG00000000794"	0.10040754087368	0.999330785913715	0.000947022683321901	0.992256854895668	-0.00692122578084549	0.970750735937312	"Kcnn3"	"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3"
"ENSMUSG00000000804"	0.0601075962919086	0.999330785913715	0.00493447101275035	0.888299493970742	-0.00703016623048598	0.935091987952017	"Usp32"	"ubiquitin specific peptidase 32"
"ENSMUSG00000000805"	-0.181942601314532	0.999330785913715	-0.0071462260294112	0.900718512766375	0.0107889438719384	0.937533730217975	"Car4"	"carbonic anhydrase 4"
"ENSMUSG00000000811"	0.208678620263382	0.999330785913715	0.00133419567827271	0.993832778641172	0.00129435338323137	0.999131243328184	"Txnrd3"	"thioredoxin reductase 3"
"ENSMUSG00000000823"	-0.0320275412245525	0.999330785913715	0.00252117286849967	0.967635303995358	0.00842366000903626	0.922306550833413	"Znf512b"	"zinc finger protein 512B"
"ENSMUSG00000000826"	0.0817403199639554	0.999330785913715	0.000375141928868071	0.993908838618208	-0.00753972740343112	0.911190980247344	"Dnajc5"	"DnaJ (Hsp40) homolog, subfamily C, member 5"
"ENSMUSG00000000827"	-0.143866228873854	0.999330785913715	-0.0031794992655057	0.95787743423867	0.00823886996141063	0.937533730217975	"Tpd52l2"	"tumor protein D52-like 2"
"ENSMUSG00000000838"	0.343328297194046	0.983012973086922	0.00116625467792518	0.985156697730335	-0.0232081830118815	0.396413228346902	"Fmr1"	"fragile X mental retardation syndrome 1"
"ENSMUSG00000000861"	0.116509254218112	0.999330785913715	-0.000381367165033959	0.994997822264401	-0.00242955759155939	0.987182612271672	"Bcl11a"	"B cell CLL/lymphoma 11A (zinc finger protein)"
"ENSMUSG00000000869"	0.425172501362847	0.999330785913715	0.00962676848758891	0.937384786674038	-0.022892823288553	0.912564086393918	"Il4"	"interleukin 4"
"ENSMUSG00000000876"	0.0502371468019719	0.999330785913715	0.00352383062738597	0.978976330986555	-0.000788858572953327	0.999131243328184	"Pxmp4"	"peroxisomal membrane protein 4"
"ENSMUSG00000000881"	0.102653120141452	0.999330785913715	-0.00498516485109507	0.886537792419069	-0.00772178929520672	0.924140467148432	"Dlg3"	"discs, large homolog 3 (Drosophila)"
"ENSMUSG00000000884"	0.0556651616357434	0.999330785913715	0.00454295835265279	0.981702325467205	0.00989143472158896	0.980558307276099	"Gnb1l"	"guanine nucleotide binding protein (G protein), beta polypeptide 1-like"
"ENSMUSG00000000901"	-0.721935184579636	0.999330785913715	0.00580880768450209	0.98226908709786	0.0458932674853453	0.863566716307687	"Mmp11"	"matrix metallopeptidase 11"
"ENSMUSG00000000902"	-0.0160397652663254	0.999330785913715	-0.00114413978183231	0.986110171163382	0.0012003429375222	0.996844767364952	"Smarcb1"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"
"ENSMUSG00000000915"	-0.16263253835158	0.999330785913715	-0.00215372687689536	0.975919668360548	0.00804151156676663	0.929944943478661	"Hip1r"	"huntingtin interacting protein 1 related"
"ENSMUSG00000000916"	0.0875322269335914	0.999330785913715	0.0134085464762713	0.839306876405341	-0.00828760558079166	0.976322428243806	"Nsun5"	"NOL1/NOP2/Sun domain family, member 5"
"ENSMUSG00000000934"	0.0558496916650635	0.999330785913715	-0.0165774919953393	0.748062291213511	0.00305851957055335	0.993046685536384	"Top1mt"	"DNA topoisomerase 1, mitochondrial"
"ENSMUSG00000000948"	-0.0355562432006111	0.999330785913715	0.00254503937239423	0.947672650039081	0.00160260407085928	0.989397802208164	"Gm38393"	""
"ENSMUSG00000000957"	-0.777652591604197	0.955814565439937	-0.0126801892444199	0.862991277387641	0.0409596982113669	0.605144344007025	"Mmp14"	"matrix metallopeptidase 14 (membrane-inserted)"
"ENSMUSG00000000958"	-0.182861040669392	0.999330785913715	-0.0140275471172322	0.947672650039081	0.034455632255053	0.925862973171663	"Slc7a7"	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 7"
"ENSMUSG00000000959"	-0.303684176624486	0.999330785913715	-0.00609324235714791	0.898844877169498	0.0180514557483709	0.765500660779351	"Oxa1l"	"oxidase assembly 1-like"
"ENSMUSG00000000976"	0.184437706811031	0.999330785913715	0.007916927434097	0.885276917311061	-0.00934938483587676	0.950799373350933	"Heatr6"	"HEAT repeat containing 6"
"ENSMUSG00000000982"	2.04315882528323	0.999330785913715	0.173816061499643	0.122347535583704	-0.0350267979873262	0.970750735937312	"Ccl3"	"chemokine (C-C motif) ligand 3"
"ENSMUSG00000001016"	0.0654249347406198	0.999330785913715	0.00166272081097212	0.981010153797008	-0.00386242669572798	0.976322428243806	"Ilf2"	"interleukin enhancer binding factor 2"
"ENSMUSG00000001017"	0.2124197251682	0.999330785913715	-0.00217979501396257	0.975873849419802	-0.0130135554351575	0.82407431321054	"Chtop"	"chromatin target of PRMT1"
"ENSMUSG00000001018"	0.00741296563050213	0.999330785913715	0.0138303223801319	0.517844556527079	0.00201406059352922	0.991218723931752	"Snapin"	"SNAP-associated protein"
"ENSMUSG00000001020"	-0.0316280988590563	0.999330785913715	0.101728319779268	0.0376045023760463	0.0132569838218855	0.983717558534106	"S100a4"	"S100 calcium binding protein A4"
"ENSMUSG00000001025"	-0.790422141761681	0.923295536986045	0.0205604511671635	0.665305071265556	0.0609359282050205	0.127063190976051	"S100a6"	"S100 calcium binding protein A6 (calcyclin)"
"ENSMUSG00000001029"	0.978115756827548	0.999330785913715	0.0363266769313417	0.676195812328246	-0.061989256050043	0.732463311619502	"Icam2"	"intercellular adhesion molecule 2"
"ENSMUSG00000001034"	-0.10102430135037	0.999330785913715	-0.0132771189591859	0.723926431195198	0.00248847791723696	0.992970816987542	"Mapk7"	"mitogen-activated protein kinase 7"
"ENSMUSG00000001036"	-0.0365688751003529	0.999330785913715	-0.00696670917545818	0.812693176365923	-0.000796892838954088	0.99908944860437	"Epn2"	"epsin 2"
"ENSMUSG00000001039"	0.115743772607646	0.999330785913715	-0.00827270971574937	0.934701973149594	-0.0107792384911191	0.967763033851909	"B9d1"	"B9 protein domain 1"
"ENSMUSG00000001052"	0.215067396136286	0.999330785913715	0.00673601506808781	0.845144900623968	-0.00771562804250695	0.937533730217975	"Sec24b"	"Sec24 related gene family, member B (S. cerevisiae)"
"ENSMUSG00000001053"	0.277909539168537	0.999330785913715	0.00601953139221481	0.951952257954485	-0.0176253821600697	0.913606125633175	"N4bp3"	"NEDD4 binding protein 3"
"ENSMUSG00000001054"	-0.0260246180925196	0.999330785913715	0.000447661309553799	0.994922425804313	0.00109837526818623	0.997910607690274	"Rmnd5b"	"required for meiotic nuclear division 5 homolog B (S. cerevisiae)"
"ENSMUSG00000001056"	0.338962623414327	0.999330785913715	0.00263379402106801	0.981010153797008	-0.0214412107472712	0.835856487980211	"Nhp2"	"NHP2 ribonucleoprotein"
"ENSMUSG00000001062"	-0.243789394050929	0.999330785913715	-0.009477534792219	0.736426450216949	0.0120588780966865	0.878492236150698	"Vps9d1"	"VPS9 domain containing 1"
"ENSMUSG00000001065"	-0.217120101564773	0.999330785913715	-0.00800019002361795	0.894484644272784	0.0103014717618196	0.94859525534817	"Zfp276"	"zinc finger protein (C2H2 type) 276"
"ENSMUSG00000001082"	-0.397842705947797	0.999330785913715	-0.0120501420197944	0.79713514540753	0.0303358951047744	0.609942561060351	"Mfsd10"	"major facilitator superfamily domain containing 10"
"ENSMUSG00000001089"	0.0771471921386341	0.999330785913715	0.000239271755090974	0.99602923020314	-0.012240254664245	0.847201474009693	"Luzp1"	"leucine zipper protein 1"
"ENSMUSG00000001098"	-0.0102394918048422	0.999330785913715	0.00367057267818826	0.96404125426576	0.00183018012724589	0.99573145449281	"Kctd10"	"potassium channel tetramerisation domain containing 10"
"ENSMUSG00000001100"	-0.0820456348296667	0.999330785913715	-0.00395155609454521	0.934701973149594	0.00344988127174979	0.979626193768424	"Poldip2"	"polymerase (DNA-directed), delta interacting protein 2"
"ENSMUSG00000001103"	0.456978115504718	0.999330785913715	0.0386338413842479	0.66622009257521	-0.0182204947748428	0.970750735937312	"Sebox"	"SEBOX homeobox"
"ENSMUSG00000001105"	0.0466197163534398	0.999330785913715	-0.00703945649159193	0.869540274999083	-0.00127654220171827	0.996844767364952	"Ift20"	"intraflagellar transport 20"
